FOHCRL97,FOHCID97,FOHCSN97,Q7A0,Q7A1,Q7A2,Q7A3M,Q7A3Y,Q7A4M,Q7A4Y,Q7A5,Q7A6,Q7A7,Q7A8,Q7A9A,Q7A9B,Q7A9C,Q7A9D,Q7A9E,Q7A9F,Q7A9G,Q7A9H,Q7A9I,Q7A9J,Q7A10A,Q7A10B,Q7A10C,Q7A10D,Q7A10E,Q7A10F,Q7A11A,Q7A11B,Q7A11C,Q7A11D,Q7A11E,Q7A12,Q7B0,Q7B0T,Q7B1A,Q7B1B,Q7B1C,Q7B1D,Q7B1E,Q7B2A,Q7B2B,Q7B2C,Q7B2D,Q7B2E,Q7B2F,Q7B2G,Q7B2H,Q7B2I,Q7B2J,Q7B3A,Q7B3B,Q7B3C,Q7B3D,Q7B4,Q7B5A,Q7B5B,Q7B5C,Q7B5D,Q7B5E,Q7B5F,Q7B6A,Q7B6B,Q7B6C,Q7B6D,Q7B6E,Q7B6F,Q7B6G,Q7B6H,Q7B6I,Q7B6J,Q7B6K,Q7B6L,Q7B6M,Q7B7,Q7B7T,Q7B8A,Q7B8B,Q7B8C,Q7B8D,Q7B8E,Q7B8F,Q7B8G,Q7B8H,Q7B8I,Q7B8J,Q7B8K,Q7B8L,Q7B8M,Q7B8N,Q7B8O,Q7B8P,Q7B8Q,Q7B8R,Q7B8S,Q7B8T,Q7B8U,Q7B8V,Q7B8W,Q7B8X,Q7B8Y,Q7B8Z,Q7B8AA,Q7B8BB,Q7B8CC,Q7B8DD,Q7B9A,Q7B9B,Q7B9C,Q7B9D,Q7B9E,Q7B9F,Q7B9G,Q7B9H,Q7B9I,Q7B9J,Q7B10,Q7B11A,Q7B11B,Q7B11C,Q7B11D,Q7B12A,Q7B12B,Q7B12C,Q7B12D,Q7B12E,Q7B12F,Q7B12G,Q7B12H,Q7B12I,Q7B12J,Q7B12K,Q7B13A,Q7B13B,Q7B13C,Q7B13D,Q7B13E,Q7B13F,Q7B13G,Q7B13H,Q7B13I,Q7B14A,Q7B14B,Q7B14C,Q7B15A,Q7B15B,Q7B16A,Q7B16B,Q7B16C,Q7B16D,Q7B16E,Q7B16F,Q7B16G,Q7B16H,Q7B17,Q7B18,Q7B19,Q7B20
3,2718,4,63900,4,1,0,0,6,1997,1,0,2,3,4,4,4,4,4,4,4,4,4,4,1,5,5,5,5,1,1,1,3,1,1,2,1,64200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4638,2,33900,4,1,5,1997,6,1997,1,300,2,3,4,4,4,4,4,4,4,4,4,4,1,5,1,1,1,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,6,3,6,3,1,4,5,4,5,1,1,9,9,2,2,1,1,1,1,2,1,1,1,1,2,34320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4638,3,33000,4,7,5,1997,6,1997,1,285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,6,2,99999,5,5,5,1,5,1,5,5,5,5,5,5,5,1,5,6,3,6,3,1,4,4,4,4,4,4,4,4,2,1,2,2,1,2,2,1,2,4,2,1,99999,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,8,3,2,3,3,3,3,1,3,3,3,3,2,3,3,5,5,5,5,2,4,5,5,5,5,1,1,1,1,5,1,3,1,1,1,1,1,2,1,3,1,3,1,1,1,1,1,1,1,1,4,4,4,2,2,2,2,1,2,2,1,1,1,3,2,1,33900
3,4574,3,74700,300,2,6,1993,9,1997,1,45,2,2,4,4,2,4,4,4,4,2,2,4,1,1,1,5,1,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,1,5,1,5,5,5,5,1,5,3,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99999,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,5,5,5,4,5,5,4,5,5,1,5,5,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,1,2,2,2,4,5,1,76500
3,4574,4,72900,300,2,6,1993,9,1997,1,45,2,2,4,4,2,4,4,4,4,2,2,4,1,1,1,5,1,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,1,5,1,5,5,5,5,1,5,3,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99999,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,5,4,4,4,4,4,4,1,5,5,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,1,2,2,2,2,2,2,2,4,5,1,74700
3,6131,2,33000,3,1,9,1994,12,1997,1,122,2,3,3,3,2,3,3,3,2,2,2,3,1,1,1,1,1,5,1,1,1,1,1,7,2,99999,1,5,5,5,5,1,5,5,5,1,5,1,5,1,5,4,2,6,5,1,4,4,4,4,4,4,2,2,2,2,3,4,4,4,3,2,2,3,3,1,99999,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,5,4,4,5,4,4,4,4,5,5,1,1,1,1,5,1,3,1,3,1,1,1,3,3,2,1,3,1,1,1,1,1,1,1,1,3,4,4,3,3,1,3,1,1,1,0,1,1,4,3,1,33900
3,2153,3,72060,30,2,98,1989,4,1997,3,59,2,1,4,4,4,4,4,4,4,4,4,4,1,1,5,1,5,8,1,1,3,1,1,2,2,99999,5,5,5,1,5,1,1,5,5,5,5,5,5,5,5,5,1,5,1,1,3,3,1,3,3,3,1,1,3,3,3,1,1,3,1,1,3,3,1,1,99999,3,3,3,3,3,3,2,2,3,3,2,3,3,3,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,3,5,4,5,5,4,5,5,4,5,5,1,5,5,1,5,1,1,1,1,1,1,1,2,1,1,1,3,3,1,1,1,0,0,1,1,1,4,4,3,3,1,1,1,1,1,3,1,1,98,5,1,73200
3,1715,4,31800,1.8,2,2,1996,4,1997,2,3,2,2,4,4,4,4,4,3,4,4,4,4,1,5,5,5,1,5,1,2,1,1,1,7,1,32640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4152,5,32400,1,1,1,1994,6,1997,1,200,2,3,4,4,2,2,2,4,4,4,4,4,1,5,1,1,1,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,1,5,5,1,5,5,5,1,5,5,1,5,5,1,4,4,4,4,4,4,1,1,4,4,3,1,3,3,3,1,3,3,3,1,99999,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,5,4,5,5,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,5,4,1,33600
3,4838,5,71400,2000,4,0,0,5,1996,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,6,1,71520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4385,4,73800,0,1,11,1997,11,1997,1,90,2,3,4,4,4,4,4,4,4,4,4,4,1,5,5,5,5,9,1,1,1,1,1,8,2,99999,5,5,5,1,5,1,1,1,5,5,1,5,5,5,9,6,1,6,1,1,5,5,5,5,5,5,1,1,4,5,4,5,4,4,3,1,1,1,4,2,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2126,3,71760,3,1,11,1995,6,1997,1,150,2,3,2,2,2,2,2,3,3,1,2,1,1,1,5,5,1,5,1,4,5,2,1,6,2,99999,5,5,5,1,5,1,1,5,1,5,1,5,5,1,5,6,3,6,6,1,4,4,4,4,3,4,4,4,4,3,2,4,2,4,3,2,2,2,2,1,99999,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,4,5,5,4,5,5,1,1,1,1,5,1,3,1,2,1,1,2,3,2,1,1,3,1,3,0,1,1,1,1,1,4,4,4,3,3,1,1,1,1,3,2,1,2,10,1,1,72960
3,2126,4,72960,3,1,11,1995,6,1997,1,150,2,3,2,2,2,2,2,3,3,1,2,1,1,1,5,5,1,5,1,2,5,4,1,6,2,99999,5,5,5,1,5,1,1,5,1,5,1,5,5,1,5,5,2,6,6,1,4,4,4,4,4,4,2,2,4,4,4,4,4,4,3,2,2,2,2,1,99999,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,1,3,3,3,3,3,5,5,5,5,5,3,3,3,5,5,1,1,1,1,5,1,3,2,2,1,1,2,3,2,1,1,3,1,3,0,1,1,1,1,1,4,4,4,3,3,1,1,1,1,2,2,2,3,6,1,1,73740
3,4285,4,67200,1,1,8,1996,5,1997,1,60,2,1,4,4,4,4,4,4,4,4,4,4,1,5,1,5,5,5,1,2,1,1,1,2,2,99999,5,5,5,1,5,5,5,1,5,1,1,5,5,1,1,3,6,5,1,1,4,4,3,4,4,3,2,1,2,4,1,1,1,2,1,2,1,1,2,1,99999,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,3,3,3,3,3,5,4,5,5,3,5,5,5,5,4,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,4,4,3,3,3,2,1,3,1,3,2,2,3,5,1,69240
3,137,2,66600,15,2,5,1996,10,1997,1,105,2,2,2,2,3,3,3,2,4,4,4,4,1,5,1,5,1,5,3,3,5,2,1,6,2,99999,5,5,5,1,5,5,1,5,5,1,5,1,5,1,9,4,4,6,4,1,4,4,2,3,4,3,3,2,2,3,3,2,2,3,2,2,2,3,3,1,99999,2,2,2,3,3,2,3,3,3,2,3,3,2,2,2,3,3,3,2,3,2,3,3,2,2,2,2,2,2,1,4,3,2,3,1,4,3,2,4,4,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,3,3,1,0,1,1,1,1,3,4,4,4,3,3,1,1,1,2,2,1,1,1,6,3,1,67500
3,137,3,67500,15,2,5,1996,10,1997,1,105,2,2,2,2,3,3,3,2,4,4,4,4,1,5,1,5,1,5,4,3,4,2,1,6,2,99999,5,5,5,1,5,5,1,5,5,1,5,1,5,1,5,4,4,6,4,1,4,4,3,3,4,3,1,1,2,3,3,2,3,4,1,2,2,1,3,1,99999,1,3,2,3,3,2,2,3,2,2,2,2,2,2,2,3,2,1,1,2,2,2,3,2,2,3,2,2,2,2,4,3,2,5,3,4,2,2,4,5,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,3,3,1,0,1,1,1,1,3,2,2,4,3,3,1,1,1,1,2,1,2,1,4,4,1,68400
3,5359,3,57000,5,4,11,1996,2,1996,3,20,2,2,4,3,2,4,4,2,1,1,4,3,1,5,5,5,5,5,1,1,2,1,1,2,2,99999,5,5,5,1,5,1,1,5,5,5,5,5,5,1,5,2,1,3,1,1,2,2,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,99999,2,3,2,3,3,3,3,3,3,3,3,2,2,3,2,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,4,3,3,4,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,2,57600
3,5579,3,34800,2,2,6,1993,9,1997,3,15,2,2,3,1,1,3,3,4,4,2,3,3,1,5,5,1,5,5,1,1,1,1,1,2,2,99999,5,5,5,1,5,5,5,5,5,5,1,5,5,1,5,4,1,4,1,1,3,3,3,3,3,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,99999,2,3,2,2,3,3,3,3,3,3,1,3,2,3,3,3,2,3,2,3,3,3,3,2,2,3,3,3,3,3,5,4,3,5,3,4,4,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,2,1,2,36600
3,5359,5,57780,5,4,11,1996,2,1996,3,20,2,2,4,3,3,4,4,2,1,1,4,3,1,5,5,5,5,5,1,1,2,1,1,2,2,99999,5,5,5,1,5,1,1,5,5,5,5,5,5,1,5,2,1,3,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5153,4,68880,16,4,98,9998,11,1997,2,104,2,1,4,3,4,4,4,4,4,4,4,3,1,5,1,1,1,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,1,5,5,1,5,5,1,1,5,5,3,5,1,1,3,3,3,3,3,3,1,3,2,1,2,3,1,3,3,1,1,3,1,1,99999,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,5,4,3,3,3,4,4,2,2,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,4,3,3,3,3,1,2,2,2,2,2,1,2,3,1,1,70320
3,1107,3,72300,10,2,1,1990,3,1997,1,75,2,3,3,4,3,3,3,4,4,4,3,3,1,1,1,1,1,1,1,2,1,1,1,6,2,99999,5,5,5,1,5,1,5,5,5,5,5,5,1,1,5,4,1,4,3,1,4,4,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,99999,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,5,5,4,4,5,4,1,1,5,1,5,1,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,4,3,3,3,3,1,2,1,1,1,1,1,1,4,4,1,73500
3,590,3,49740,5,1,3,1995,3,1997,3,78,2,1,4,2,2,4,3,3,4,4,4,4,1,5,5,5,5,5,1,5,5,1,1,6,2,99999,5,5,5,1,5,1,5,1,5,5,1,5,5,1,5,4,2,4,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,99999,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,1,3,3,3,2,3,2,3,3,3,8,3,5,4,5,5,3,5,3,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,3,0,2,2,5,4,1,50820
3,2704,2,50100,5,3,7,1991,11,1997,1,100,2,3,4,4,2,4,4,4,4,4,4,4,1,5,1,1,1,5,1,3,1,2,1,6,2,99999,5,5,5,1,5,5,5,5,5,5,5,5,5,1,1,3,2,3,4,1,4,4,2,4,2,4,1,1,4,2,4,2,1,2,2,1,2,2,1,1,99999,1,1,2,1,3,1,3,3,2,2,2,2,2,3,2,2,2,2,3,3,2,3,1,3,2,2,3,3,1,1,5,5,5,5,3,3,5,5,2,5,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,3,3,3,3,3,2,2,1,1,1,2,2,1,6,4,1,51180
3,1469,3,38700,9998,7,98,1989,12,1994,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,98,1,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2752,2,71400,5,1,2,1996,3,1997,1,40,2,3,4,2,2,2,2,4,4,4,4,4,1,1,1,1,1,5,1,1,2,1,1,8,2,99999,1,5,5,5,5,1,5,1,1,5,1,1,1,1,5,4,4,4,4,1,3,3,3,3,3,3,3,1,3,1,2,2,1,2,2,1,3,1,2,1,99999,3,2,2,2,2,3,3,3,3,3,3,2,3,2,2,2,2,3,3,2,3,3,2,3,1,3,2,3,2,2,5,4,4,5,3,3,3,4,4,4,1,1,5,1,5,1,2,1,3,1,1,2,3,1,1,1,3,1,1,1,1,1,1,1,1,3,4,3,3,3,1,2,1,2,1,1,1,1,2,1,2,73800
3,5558,3,76020,1,1,2,1994,11,1997,1,999,2,2,4,3,3,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,4,2,99999,1,1,5,5,5,1,1,1,1,1,1,1,5,1,1,6,4,6,4,1,5,5,4,4,4,4,3,2,2,4,2,4,2,4,4,2,2,2,4,2,76680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4764,2,72420,9998,5,0,0,8,1996,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,6,1,72720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4764,3,72240,11,1,98,1995,6,1997,1,100,2,3,4,4,4,4,2,1,4,3,4,1,1,5,5,5,5,5,1,1,1,1,1,7,2,99999,1,5,5,5,5,5,5,5,5,1,1,1,1,1,5,5,5,6,1,1,4,4,4,4,4,4,2,1,4,4,4,3,2,4,4,4,1,1,3,1,99999,3,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,3,3,3,2,2,3,3,3,3,3,5,5,3,5,5,5,4,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,2,1,12,1,1,73380
3,4762,4,72000,1,3,9,1985,10,1997,1,120,2,3,4,4,4,4,3,3,4,4,3,4,1,5,1,1,1,5,1,2,2,1,1,6,2,99999,5,5,5,1,5,1,1,1,1,1,1,1,1,1,5,4,4,4,4,1,4,4,2,2,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,99999,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,5,5,4,4,4,5,4,5,5,5,1,1,1,1,5,1,1,1,3,3,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,4,4,4,3,3,1,1,1,1,1,2,2,1,6,1,1,72900
3,3660,2,62100,35,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,5,5,2,1,62700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1950,3,57600,7,1,2,1994,9,1997,1,60,2,2,4,4,3,4,4,4,4,4,4,4,1,5,5,1,1,1,2,2,1,1,1,5,2,99999,5,5,5,1,5,1,1,5,5,5,1,5,5,1,5,5,1,5,4,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,1,99999,2,3,3,3,2,3,3,2,2,3,3,2,3,3,3,1,3,2,3,2,3,3,3,3,3,3,3,3,3,3,4,2,3,2,3,4,4,2,4,3,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,4,4,3,3,2,2,1,2,2,3,2,2,4,1,1,58800
3,619,2,64800,1,1,6,1996,6,1997,1,165,2,3,4,4,3,4,3,4,4,4,3,4,1,5,5,1,5,5,2,1,2,1,1,6,2,99999,5,5,5,1,5,1,1,5,5,5,1,5,5,1,5,5,4,5,2,1,4,3,3,4,4,4,1,1,2,3,1,1,2,3,2,1,1,9,1,2,65700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5064,4,48000,10,4,98,1990,5,1997,4,0,2,3,4,4,2,4,4,4,4,4,4,4,5,5,5,5,5,5,3,1,1,1,1,2,1,48600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1790,3,53700,3,1,0,0,10,1997,1,165,2,3,4,4,4,4,4,4,4,4,4,4,1,5,1,5,5,5,1,1,5,1,1,2,2,99999,5,5,5,1,5,1,5,5,1,5,5,5,5,5,5,4,2,6,5,1,4,5,4,4,2,4,1,1,3,2,1,1,2,3,1,3,3,1,1,1,99999,2,3,3,2,3,2,3,3,3,2,3,3,2,3,3,3,1,2,3,3,3,3,2,2,2,3,3,3,3,3,5,1,1,5,1,5,5,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,55200
3,2951,4,40500,30,2,10,1994,4,1997,1,330,2,3,2,2,1,4,4,2,4,4,1,2,1,5,1,1,5,5,2,4,4,1,1,6,2,99999,5,5,5,1,5,1,1,1,1,5,1,5,1,5,5,6,5,6,6,1,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,1,4,1,99999,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,2,3,5,5,4,5,5,5,5,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,2,9,2,1,42300
3,1790,4,52620,3,1,0,0,10,1997,1,120,2,3,4,4,4,4,4,4,4,4,4,4,1,5,5,5,5,5,1,1,5,1,1,2,2,99999,5,5,5,1,5,1,5,5,1,5,5,5,5,5,5,4,2,6,5,1,4,5,4,4,2,4,1,1,3,2,1,1,2,3,1,3,3,1,1,1,99999,2,3,3,3,3,3,3,3,9,2,3,3,3,3,3,3,1,2,2,3,3,3,2,2,2,3,3,3,3,3,5,1,1,5,1,5,5,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,5,1,53700
