FOHCRL97,FOHCID97,FOHCSN97,Q7A0,Q7A1,Q7A2,Q7A3M,Q7A3Y,Q7A4M,Q7A4Y,Q7A5,Q7A6,Q7A7,Q7A8,Q7A9A,Q7A9B,Q7A9C,Q7A9D,Q7A9E,Q7A9F,Q7A9G,Q7A9H,Q7A9I,Q7A9J,Q7A10A,Q7A10B,Q7A10C,Q7A10D,Q7A10E,Q7A10F,Q7A11A,Q7A11B,Q7A11C,Q7A11D,Q7A11E,Q7A12,Q7B0,Q7B0T,Q7B1A,Q7B1B,Q7B1C,Q7B1D,Q7B1E,Q7B2A,Q7B2B,Q7B2C,Q7B2D,Q7B2E,Q7B2F,Q7B2G,Q7B2H,Q7B2I,Q7B2J,Q7B3A,Q7B3B,Q7B3C,Q7B3D,Q7B4,Q7B5A,Q7B5B,Q7B5C,Q7B5D,Q7B5E,Q7B5F,Q7B6A,Q7B6B,Q7B6C,Q7B6D,Q7B6E,Q7B6F,Q7B6G,Q7B6H,Q7B6I,Q7B6J,Q7B6K,Q7B6L,Q7B6M,Q7B7,Q7B7T,Q7B8A,Q7B8B,Q7B8C,Q7B8D,Q7B8E,Q7B8F,Q7B8G,Q7B8H,Q7B8I,Q7B8J,Q7B8K,Q7B8L,Q7B8M,Q7B8N,Q7B8O,Q7B8P,Q7B8Q,Q7B8R,Q7B8S,Q7B8T,Q7B8U,Q7B8V,Q7B8W,Q7B8X,Q7B8Y,Q7B8Z,Q7B8AA,Q7B8BB,Q7B8CC,Q7B8DD,Q7B9A,Q7B9B,Q7B9C,Q7B9D,Q7B9E,Q7B9F,Q7B9G,Q7B9H,Q7B9I,Q7B9J,Q7B10,Q7B11A,Q7B11B,Q7B11C,Q7B11D,Q7B12A,Q7B12B,Q7B12C,Q7B12D,Q7B12E,Q7B12F,Q7B12G,Q7B12H,Q7B12I,Q7B12J,Q7B12K,Q7B13A,Q7B13B,Q7B13C,Q7B13D,Q7B13E,Q7B13F,Q7B13G,Q7B13H,Q7B13I,Q7B14A,Q7B14B,Q7B14C,Q7B15A,Q7B15B,Q7B16A,Q7B16B,Q7B16C,Q7B16D,Q7B16E,Q7B16F,Q7B16G,Q7B16H,Q7B17,Q7B18,Q7B19,Q7B20
3,5934,4,63000,2,1,10,1997,11,1997,1,365,2,2,3,2,2,4,4,3,4,4,4,4,1,1,5,5,5,5,3,2,3,1,1,2,2,99999,5,5,5,1,5,1,1,1,1,5,5,5,5,5,1,4,1,4,2,1,4,4,3,4,2,3,2,1,3,3,1,1,3,2,3,1,4,3,3,1,99999,1,2,1,3,1,3,2,1,2,2,2,2,1,1,1,1,1,2,2,1,3,2,1,1,1,1,2,3,2,3,5,3,3,5,2,3,4,5,2,4,1,1,1,1,5,1,2,2,2,1,1,2,2,2,1,2,3,3,1,1,3,1,1,1,1,1,2,3,2,2,1,3,2,2,3,3,2,2,3,4,2,64500
3,5590,3,39600,700,3,11,1991,99,9999,2,30,2,3,4,2,4,4,4,4,4,4,4,4,1,1,1,1,1,5,1,1,5,1,1,2,2,99999,5,5,5,1,5,1,1,1,1,1,1,1,1,1,5,2,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99999,1,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,2,3,5,3,5,5,3,5,5,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,5,1,1,40380
3,4915,2,64260,1.5,1,10,1994,5,1997,1,100,2,3,1,1,1,4,4,1,4,4,4,4,1,5,1,5,5,5,1,1,5,2,1,6,2,99999,5,5,5,1,5,1,1,5,5,5,1,5,5,5,5,3,5,6,3,1,4,4,3,4,4,4,1,1,1,1,3,2,2,2,1,2,1,1,1,1,99999,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,1,3,1,3,2,3,3,3,5,1,5,5,5,5,4,5,5,5,1,5,5,1,5,1,1,1,3,1,1,1,3,1,1,1,3,0,1,1,1,0,0,0,0,1,3,4,3,3,3,1,1,1,1,0,1,1,4,1,1,66900
3,3560,5,79740,6,1,6,1988,4,1997,1,30,2,3,3,3,2,2,3,3,4,3,4,4,1,5,5,5,5,5,2,2,2,2,1,6,2,99999,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,6,6,6,1,3,2,3,4,3,4,1,1,2,4,2,2,2,4,1,1,2,5,2,1,99999,2,2,3,2,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,4,3,5,4,4,3,4,1,5,5,8,5,1,1,1,1,1,1,1,2,1,2,1,3,1,3,1,1,1,1,1,1,4,4,4,2,3,2,2,2,1,2,2,2,1,3,1,1,80640
3,3560,6,80640,6,1,0,0,4,1997,1,30,2,3,3,3,2,3,3,3,4,3,4,4,1,5,5,5,5,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,6,5,5,5,1,4,4,4,4,4,2,1,1,4,3,3,4,2,4,1,1,1,1,4,1,99999,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,3,5,2,5,4,4,4,5,3,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,1,2,1,2,1,1,81780
3,15,4,64800,9999,3,0,0,9,1997,3,3,2,1,4,2,3,2,4,4,4,4,3,4,5,5,5,5,5,5,3,1,1,1,1,4,1,65280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,293,2,69300,6,1,0,0,10,1997,1,150,2,2,1,3,3,4,4,4,3,4,3,4,1,5,5,1,1,5,1,1,5,1,1,2,2,99999,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,1,5,2,1,3,3,3,3,3,3,1,3,2,1,1,2,1,1,1,1,1,1,1,1,99999,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,5,5,4,5,5,5,5,5,5,5,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,3,3,3,3,2,2,2,2,2,2,2,2,9,5,2,70500
3,1902,4,57600,10,4,5,1985,5,1997,4,12,2,1,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,1,5,5,5,5,5,5,1,5,3,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,99999,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,4,4,4,3,3,1,1,1,1,1,1,1,1,98,5,1,60240
3,1902,5,60300,10,4,5,1985,5,1997,4,12,2,1,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,1,5,5,5,5,5,5,1,5,3,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,99999,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,4,5,5,5,5,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,4,4,4,3,3,1,1,1,1,1,1,1,1,98,5,1,62100
3,3415,4,61200,17,1,2,1996,4,1997,1,240,2,3,2,2,3,2,4,1,4,4,4,4,1,5,1,1,1,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,5,5,5,5,5,5,5,5,1,1,5,2,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99999,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,5,5,5,5,5,5,5,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,3,2,5,3,1,61800
3,3558,2,77400,12,1,12,1995,6,1997,1,40,2,3,4,3,4,4,4,4,4,4,4,4,1,1,1,1,1,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,5,1,1,5,5,5,5,1,5,5,5,5,5,1,3,3,3,3,3,3,1,1,2,1,3,3,1,3,1,1,3,1,3,1,99999,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,4,5,4,4,4,5,5,5,5,5,1,5,5,1,5,1,1,1,2,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,4,4,4,3,3,1,1,1,1,1,0,2,1,10,2,1,79200
3,6169,2,66300,20,1,10,1996,11,1997,1,32,2,3,4,4,4,4,4,4,4,4,4,4,1,5,5,5,5,9,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,5,1,5,5,1,5,5,5,9,4,4,5,1,1,4,4,4,4,4,4,1,1,4,3,4,4,1,4,4,1,1,1,1,1,99999,3,3,3,3,9,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,4,1,1,67500
3,3557,2,64800,10,1,0,0,10,1997,1,7,2,2,2,2,2,2,2,4,2,2,2,2,1,5,5,5,5,1,1,5,3,1,1,7,1,65400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4572,3,40200,1,7,6,1995,9,1997,1,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,1,2,2,99999,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,6,4,6,4,1,5,5,5,5,5,5,1,1,5,1,4,5,1,3,4,4,4,4,1,1,99999,3,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,5,5,5,5,3,3,5,1,5,5,1,5,1,1,1,2,1,1,1,3,2,1,1,1,1,1,3,1,1,1,1,1,3,3,4,3,3,3,3,2,2,2,2,2,2,4,5,2,41100
3,4572,4,41100,1,7,8,1995,9,1997,1,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,1,2,2,99999,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,6,4,5,1,1,5,5,5,5,5,5,4,1,5,4,4,5,1,3,4,1,4,4,1,1,99999,3,3,3,2,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,3,4,5,5,5,3,3,5,4,2,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,3,3,4,3,3,2,2,2,2,2,2,2,2,3,5,2,42600
3,2140,4,59880,4,1,0,0,4,1997,1,998,2,3,4,2,2,1,3,4,4,4,4,2,1,5,1,1,1,5,1,1,9,3,1,6,2,99999,5,5,5,1,5,5,1,1,5,5,1,5,5,5,5,4,4,6,4,1,3,4,4,4,1,1,2,2,4,2,2,3,3,3,1,1,2,2,2,1,99999,2,3,3,2,2,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,3,1,3,1,1,3,3,3,3,5,3,3,4,2,3,4,5,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,2,2,1,1,61140
3,5266,3,72600,700,2,7,1997,7,1997,2,52,2,2,1,1,1,2,1,3,3,1,3,4,1,1,5,1,1,9,1,4,2,1,1,6,2,99999,5,5,5,1,5,1,1,5,5,5,1,5,1,1,9,4,4,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99999,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,4,5,5,3,3,5,5,4,5,5,1,5,5,5,5,3,2,1,2,1,3,3,3,1,3,3,1,1,1,1,1,1,1,1,1,4,4,4,2,3,1,2,1,1,1,3,1,3,4,2,1,73800
3,3283,2,51000,33,1,0,0,11,1997,1,0,2,1,4,4,4,4,4,1,4,4,1,4,5,5,5,5,5,5,9,9,9,9,9,6,1,51300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,147,3,56400,6,1,9,1994,11,1997,1,100,2,2,4,4,4,4,4,4,4,4,4,3,5,5,5,5,5,1,1,5,1,1,1,6,2,99999,5,5,5,1,5,1,1,1,1,1,1,5,1,1,5,3,3,3,3,1,4,4,1,4,2,4,1,1,4,2,4,4,1,2,1,1,1,2,1,1,99999,2,1,2,2,2,1,2,2,2,2,2,3,2,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,5,5,5,5,4,5,5,3,5,5,1,1,1,1,1,1,2,1,1,1,1,2,3,2,1,1,3,1,1,1,1,1,1,1,1,2,2,2,3,3,2,2,1,1,2,1,1,1,20,4,1,58200
3,147,5,58200,6,1,9,1994,11,1997,1,100,2,2,4,4,4,4,4,4,4,4,4,3,5,5,5,5,5,1,2,5,1,1,1,6,2,99999,5,5,5,1,5,1,1,1,1,1,1,5,1,1,5,3,3,3,3,1,4,4,1,4,2,4,1,1,4,2,4,4,1,2,1,1,1,2,1,1,99999,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,1,1,1,1,2,3,2,1,1,3,1,1,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1,1,1,1,20,4,1,59400
3,849,3,36300,1800,5,0,0,12,1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,1,6,1,36540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1237,3,72960,20,6,3,1994,7,1997,3,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,7,2,99999,5,5,5,1,5,5,5,5,5,5,1,5,5,1,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99999,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,3,2,3,3,3,2,3,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,3,3,3,2,3,2,2,3,2,1,4,2,4,98,9,1,74520
3,3351,2,75900,5,1,99,9999,5,1997,1,250,2,2,4,4,4,4,4,4,4,4,4,4,1,5,5,5,5,5,1,1,1,1,1,4,2,99999,5,5,5,1,5,1,5,5,5,5,5,5,5,1,5,3,5,6,4,1,4,4,3,4,4,3,1,1,3,3,3,1,9,2,1,1,1,3,1,1,99999,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,5,4,4,4,4,5,4,3,4,4,1,5,5,1,5,3,2,2,1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,4,4,4,3,3,1,1,1,1,1,1,1,2,5,4,1,77100
3,3203,3,79500,100,6,7,1996,3,1997,4,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,2,4,2,99999,5,5,5,1,5,1,5,5,5,5,1,5,5,1,1,3,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99999,1,3,3,2,2,3,2,2,3,3,2,3,3,3,3,3,3,2,2,2,3,3,1,3,3,3,3,3,2,3,2,2,3,1,2,4,5,1,5,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,3,0,0,0,98,5,3,80100
3,4529,3,64560,25,2,11,1996,6,1997,1,300,2,2,2,2,2,4,2,2,4,4,4,4,1,5,5,5,5,1,2,4,5,2,1,1,2,99999,5,5,5,1,5,1,5,5,5,5,5,5,5,1,5,4,1,4,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,2,1,1,1,99999,2,3,3,2,2,2,2,3,3,2,2,2,2,3,3,3,2,3,2,3,3,3,2,3,1,1,3,3,3,2,3,3,2,4,2,4,3,4,3,4,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,2,2,2,3,3,2,2,98,5,1,66000
3,335,3,44700,17,1,0,0,3,1997,1,30,2,3,4,4,4,4,4,4,4,4,4,4,1,1,5,5,5,5,1,3,5,2,1,5,2,99999,5,5,5,1,5,1,5,5,5,5,1,5,5,5,5,5,1,5,6,1,4,4,4,4,3,3,1,2,2,2,3,1,2,4,2,1,1,3,1,1,99999,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,5,5,5,3,5,4,5,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,2,1,12,3,3,45900
3,2854,4,38760,1,1,0,0,11,1997,1,160,2,2,4,4,2,4,4,4,4,4,4,4,1,5,5,5,5,1,1,3,1,1,1,7,2,99999,5,5,5,1,5,1,1,1,1,1,1,5,1,1,5,6,4,6,3,1,4,4,4,4,4,4,1,1,2,3,2,1,1,3,1,1,3,2,2,1,99999,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,5,4,5,4,4,5,5,4,5,5,1,1,1,1,5,1,3,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1,1,1,4,4,4,2,3,1,1,1,1,2,1,1,1,5,1,2,39960
3,714,2,51720,3,1,6,1996,4,1997,1,52,2,3,4,4,4,4,4,4,4,4,4,4,1,5,1,1,1,5,1,3,1,1,1,2,2,99999,5,5,5,1,5,1,1,5,5,5,1,5,5,5,5,5,4,6,5,1,4,4,3,4,3,4,2,2,3,3,3,3,3,4,3,3,4,3,3,1,99999,2,3,3,2,2,2,2,2,3,3,3,2,2,3,3,2,3,3,2,3,3,3,3,3,2,3,3,3,2,2,5,5,5,5,5,5,5,3,5,5,1,5,1,1,5,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,0,4,4,4,3,3,1,1,1,1,1,1,1,1,7,1,1,52740
3,714,3,50460,3,1,6,1996,4,1997,1,52,2,2,4,4,2,4,4,4,4,4,4,4,1,5,1,1,1,5,1,1,1,1,1,2,2,99999,5,5,5,1,5,1,1,5,5,5,1,5,5,5,5,5,4,5,6,1,3,4,3,4,3,3,2,2,3,3,2,3,3,4,2,2,4,3,2,1,99999,2,3,2,2,2,2,2,2,3,3,3,2,2,3,3,2,2,3,2,3,3,3,3,3,2,2,3,3,2,3,3,5,5,5,3,5,5,3,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,1,1,51660
3,1217,6,58320,8,3,0,0,12,1996,1,0,2,3,1,1,1,3,4,3,1,3,4,2,1,5,5,5,5,1,1,1,1,1,1,5,1,58920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6182,2,39660,9,1,0,0,11,1997,1,75,2,3,4,4,4,4,4,4,4,4,4,4,1,5,5,5,5,5,1,1,3,1,1,6,2,99999,5,5,5,1,5,1,5,1,5,5,5,5,1,1,5,4,1,6,1,1,4,4,2,4,4,4,1,2,2,2,2,2,2,1,2,1,2,2,1,1,99999,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,5,4,3,5,3,5,5,5,5,5,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,4,4,4,3,3,1,1,1,1,3,2,1,1,7,3,2,40860
3,5624,2,71460,7,4,12,1996,11,1997,1,350,2,3,4,2,2,2,2,4,4,9,2,2,1,1,1,1,5,1,2,1,3,1,1,6,2,99999,1,5,5,5,5,1,1,1,5,5,1,5,5,1,5,5,5,5,6,1,4,4,3,4,4,4,1,1,3,4,4,1,1,3,1,2,2,3,3,2,72120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4153,4,41760,50,1,0,0,5,1997,3,60,2,2,4,4,2,4,4,2,4,4,2,4,1,5,5,1,1,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,1,1,1,5,5,5,5,1,5,4,4,4,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,42420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4153,2,39180,50,1,0,0,5,1997,3,999,2,2,4,4,2,4,4,2,4,4,2,4,1,5,5,1,1,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,1,1,1,5,5,5,5,1,5,4,4,4,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1,2,1,2,1,99999,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,3,3,5,4,5,5,5,5,5,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,1,5,4,1,41400
3,5605,4,61380,12,2,12,1993,11,1997,1,156,2,3,4,4,4,4,2,4,4,2,4,2,1,1,1,1,1,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,5,1,1,5,1,5,5,1,5,6,1,6,6,1,5,5,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,99999,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,4,4,3,3,1,1,1,1,1,1,1,1,5,1,1,62340
3,6127,4,65760,65,3,9,1993,11,1997,1,52,2,3,4,4,4,4,2,9,4,4,4,2,1,1,5,1,1,5,1,1,1,1,1,7,2,99999,5,5,5,1,5,1,1,1,1,5,5,5,5,5,5,3,4,3,2,1,2,2,2,2,2,4,1,1,2,2,2,2,1,2,2,1,1,1,2,1,99999,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,5,5,5,5,3,5,5,5,5,5,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,3,0,1,0,1,1,1,1,1,4,4,4,3,3,2,2,2,2,2,2,2,2,2,5,1,67260
