FOHHRL97,FOHHID97,FOHHSN97,Q8A0,Q8A1,Q8A2,Q8A2A,Q8A3,Q8A4,Q8A4A,Q8OCC,Q8IND,Q8A8,Q8A8A,Q8A9,Q8A10,Q8A11,Q8A11A,Q8A11B,Q8A12M,Q8A12Y,Q8B0,Q8B1,Q8B2,Q8B3,Q8B4_1ST,Q8B4_2ND,Q8B4_3RD,Q8B4_4TH,Q8B5,Q8B6,Q8B7,Q8B8A,Q8B8B,Q8B8C,Q8B8D,Q8B9A,Q8B9B,Q8B9C,Q8B10,Q8B11,Q8B12,Q8B13A,Q8B13B,Q8B13C,Q8B13D,Q8B13E,Q8B13F,Q8B13G,Q8B13H,Q8B13I,Q8B14A,Q8B14B,Q8B14C,Q8B14D,Q8C1A,Q8C1B,Q8C1C,Q8C1D,Q8C1E,Q8C1F,Q8C1G,Q8C1H,Q8C1I,Q8C1J,Q8C1K,Q8C1L,Q8C1M,Q8C1N,Q8C1O,Q8C1P,Q8C1Q,Q8C1R,Q8C1S,Q8C1T,Q8C1U,Q8C1V,Q8C1W,Q8C1X,Q8C1Y,Q8C1Z,Q8C1AA,Q8C1BB,Q8C1CC,Q8C2A,Q8C2B,Q8C2C,Q8C2D,Q8C2E,Q8C2F,Q8C2G,Q8C2H,Q8C2I,Q8C2J,Q8C3A,Q8C3B,Q8C3C,Q8C3D,Q8C3E,Q8C3F,Q8C3G,Q8C4,Q8C5MO,Q8C5TU,Q8C5WE,Q8C5TH,Q8C5FR,Q8C5SA,Q8C5SU,Q8C5A,Q8C6,Q8C7MO,Q8C7TU,Q8C7WE,Q8C7TH,Q8C7FR,Q8C7SA,Q8C7SU,Q8C7A,Q8C8,Q8C9MO,Q8C9TU,Q8C9WE,Q8C9TH,Q8C9FR,Q8C9SA,Q8C9SU,Q8C9A,Q8C10
2,4025,2,74400,5,5,0,12,1,0,482,477,600,4,40,999998,5,5,0,3,1962,99999,2,1,1,3,5,4,1,1,1,1,4,1,1,1,5,1,5,6,1,2,5,5,3,3,3,3,3,1,1,4,1,2,2,2,2,3,2,3,3,2,3,3,3,2,2,2,3,3,1,3,2,2,1,2,1,4,1,1,3,2,3,1,4,4,4,4,4,4,4,3,4,4,1,5,5,0,5,5,5,1,1,5,1,1,1,5,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,75600
2,3807,4,66300,5,5,0,12,3,5,0,0,0,0,0,999998,5,1,0,9,1977,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66900
2,4025,4,74400,5,5,0,12,1,0,482,477,600,4,40,999998,5,5,0,3,1962,99999,2,1,1,3,5,4,1,1,1,1,4,1,1,1,5,1,5,6,1,2,5,5,3,3,3,3,3,1,1,4,1,2,2,2,2,3,2,3,3,2,3,3,3,2,2,2,3,3,1,3,2,2,1,2,1,4,1,1,3,2,3,1,4,4,4,4,4,4,4,3,4,4,1,5,5,0,5,5,5,1,1,5,1,1,1,5,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,75600
2,3417,4,68820,3,5,0,8,1,0,436,77,999999,9,40,999999,9,9,99,1,1969,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69120
2,693,3,72300,3,1,1,12,1,0,404,467,999999,9,40,999999,9,9,99,3,1952,99999,2,1,2,4,3,5,1,1,1,1,5,3,3,3,5,5,5,2,1,2,3,3,3,3,1,4,5,5,2,2,2,1,2,3,1,3,3,3,3,3,3,2,3,3,3,2,2,3,2,3,2,2,2,1,1,4,2,2,3,1,3,2,3,4,5,5,3,5,5,3,5,5,1,5,5,0,5,1,1,1,1,1,1,1,1,5,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,74400
2,2561,2,42300,1,5,0,12,1,0,780,407,32000,6,45,40000,0,0,0,8,1946,99999,2,2,3,4,5,3,1,2,2,1,4,1,1,3,5,1,1,2,1,2,4,2,2,2,2,4,5,5,3,2,2,2,2,9,2,3,1,2,3,3,3,2,3,3,2,2,2,3,2,2,3,3,2,2,2,3,2,2,9,2,3,2,5,5,5,5,5,5,5,5,5,5,1,5,5,0,5,1,1,1,1,1,1,1,1,5,5,4.5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,43500
2,1278,3,71100,3,5,0,18,5,5,0,0,0,0,0,25000,0,0,0,10,1949,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71220
2,4418,3,58440,1,1,1,12,1,0,715,569,435,3,54,29000,0,0,0,6,1956,99999,2,1,1,1,4,5,3,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,5,1,1,1,1,1,1,4,2,2,2,3,2,3,3,3,3,2,3,3,3,3,2,2,3,3,1,2,3,3,2,3,2,3,2,2,3,3,3,2,5,5,5,5,5,5,5,2,5,5,1,5,5,0,9,1,9,1,1,1,1,1,1,5,5,7,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,59640
2,10014,2,33720,5,5,0,12,1,0,703,408,320,3,40,19000,0,0,0,2,1960,99999,2,4,4,1,3,5,4,1,2,2,1,1,1,1,5,1,5,6,2,2,5,5,3,3,3,5,3,3,3,4,2,2,2,3,3,3,3,3,3,2,1,2,3,3,2,2,4,3,1,3,2,3,2,2,2,3,1,2,3,2,3,2,5,5,5,5,5,3,5,3,5,5,1,5,5,0,5,5,5,1,1,1,1,1,1,5,5,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,34800
2,10135,3,99999,5,5,0,7,1,0,694,109,6,1,40,20000,0,0,0,3,1966,99999,2,2,2,5,1,4,3,1,2,2,1,1,1,1,5,5,5,5,1,2,2,1,4,5,2,2,2,2,2,2,2,1,1,2,1,1,3,2,3,3,3,2,2,2,2,2,1,2,1,1,4,3,1,2,2,4,1,1,2,1,3,1,3,2,3,1,3,3,5,3,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,9,99,99999
2,10135,4,99999,5,5,0,7,1,0,694,109,6,1,40,20000,0,0,0,3,1966,99999,2,2,2,5,1,4,3,1,2,2,1,1,1,1,5,5,5,5,1,2,2,1,4,5,2,2,2,2,2,2,2,1,1,2,1,1,3,2,3,3,3,2,2,2,2,2,1,2,1,1,4,3,1,2,2,4,1,1,2,1,3,1,3,2,3,1,3,3,5,3,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,9,99,99999
2,5340,2,44220,1,1,5,12,1,0,902,779,30000,6,45,30000,0,0,0,6,1960,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44520
2,6296,5,33300,3,5,0,12,3,5,0,0,0,0,0,35000,0,0,0,11,1960,99999,2,2,3,4,3,5,1,1,2,1,4,3,5,3,1,1,1,2,1,2,2,1,2,1,5,1,2,2,3,4,1,1,2,1,1,1,2,2,3,1,2,1,2,1,2,2,3,3,1,1,3,2,1,1,1,2,1,1,3,1,2,2,3,5,5,3,3,3,4,3,5,5,5,5,5,1,5,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,34500
2,6296,6,33300,3,5,0,12,3,5,0,0,0,0,0,35000,0,0,0,11,1960,99999,2,2,3,4,3,5,1,1,2,1,4,3,5,3,1,1,1,2,1,2,2,1,2,1,5,1,2,2,3,4,1,1,2,1,1,1,2,2,3,1,2,1,2,1,2,2,3,3,1,1,3,2,1,1,1,2,1,1,3,1,2,2,3,5,5,3,3,3,4,3,5,5,5,5,5,1,5,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,34500
2,2412,3,68400,3,5,0,12,1,0,680,429,500,3,40,35000,0,0,0,7,1951,99999,2,4,4,3,4,5,1,1,2,2,1,1,1,1,5,1,5,6,2,2,1,2,2,2,2,5,5,2,2,2,2,2,1,3,3,2,2,4,3,2,2,2,2,2,2,1,2,3,2,2,4,3,1,2,1,4,2,1,2,2,3,2,1,5,5,5,5,5,5,2,5,5,1,5,5,0,5,5,5,1,1,1,1,5,5,5,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,69600
2,2412,4,68400,3,5,0,12,1,0,680,429,500,3,40,35000,0,0,0,7,1951,99999,2,4,4,3,4,5,1,1,2,2,1,1,1,1,5,1,5,6,2,2,1,2,2,2,2,5,5,2,2,2,2,2,1,3,3,2,2,4,3,2,2,2,2,2,2,1,2,3,2,2,4,3,1,2,1,4,2,1,2,2,3,2,1,5,5,5,5,5,5,2,5,5,1,5,5,0,5,5,5,1,1,1,1,5,5,5,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,69600
2,5218,2,75240,5,5,0,12,1,0,780,777,400,3,45,20000,0,0,0,12,1960,99999,2,4,1,3,5,1,4,2,1,1,3,1,1,1,1,1,1,4,2,2,2,2,3,2,2,3,2,3,3,3,4,2,4,2,2,3,3,3,3,3,3,3,2,3,3,2,2,3,1,3,3,2,1,1,1,4,2,2,3,1,3,2,4,4,5,5,4,5,4,4,4,5,1,5,5,0,5,5,5,1,1,1,1,1,1,5,5,9,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,76500
2,2481,4,68100,5,5,0,12,1,0,473,639,170,3,35,999998,8,9,99,2,1980,99999,2,3,4,1,4,3,5,1,1,2,3,1,2,4,5,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,3,2,3,3,3,2,3,2,3,3,3,2,3,3,2,2,2,3,2,2,3,2,3,2,3,4,5,5,5,3,3,2,5,5,1,1,5,0,5,5,5,1,1,1,1,1,1,5,5,7,1,1,1,1,1,5,5,5,4,2,0,0,0,0,0,0,0,0,69300
2,140,2,73020,2,1,5,11,1,0,610,219,600,3,40,35000,0,0,0,11,1941,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73380
2,4789,2,74340,2,5,0,13.5,1,0,152,208,11,1,50,22000,0,0,0,9,1967,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74640
2,3138,2,75960,2,1,1,14,1,0,394,717,16000,6,37.5,50000,0,0,0,6,1959,99999,2,4,3,4,3,1,5,1,1,1,3,1,1,1,5,5,1,2,1,2,2,5,2,2,2,1,2,1,9,5,2,2,3,2,2,3,3,3,3,2,2,3,1,3,1,1,3,4,1,3,2,2,1,2,2,3,1,1,2,2,3,2,5,5,5,5,5,5,5,5,5,5,1,5,5,0,5,5,5,1,1,1,1,1,1,1,5,7.5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,78300
2,5919,2,51540,1,1,2,14,1,0,372,917,22000,6,40,40000,0,0,0,11,1960,99999,2,3,4,3,4,1,5,1,1,1,1,1,1,1,1,1,1,4,1,2,2,2,5,1,1,2,2,2,2,4,4,1,3,3,3,4,1,3,3,3,3,3,3,3,2,1,3,4,1,3,2,3,2,2,1,4,1,2,3,1,3,1,5,5,5,5,4,5,5,5,5,5,1,1,5,0,5,5,1,1,1,1,1,1,1,5,5,8,1,1,1,1,5,5,5,5,2,2,0,0,0,0,0,0,0,0,52680
2,4815,5,73260,5,5,0,10,7,5,0,0,0,0,0,26000,0,0,0,3,1975,73440,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73440
2,5745,3,54600,4,5,0,12,3,5,0,0,0,0,0,22000,0,0,0,1,1965,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54900
2,2758,3,57000,5,5,0,12,1,0,334,477,226,3,40,999998,5,3,0,1,1975,99999,2,4,4,5,4,3,1,2,1,2,5,1,5,3,1,1,1,3,1,2,2,1,5,1,1,1,2,1,2,4,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,2,3,3,2,3,2,2,2,2,2,3,2,2,3,2,3,2,5,5,5,5,5,5,3,3,5,5,1,5,5,0,5,5,5,1,1,1,1,1,1,5,5,9,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,57900
2,2758,4,57000,5,5,0,12,1,0,334,477,226,3,40,999998,5,3,0,1,1975,99999,2,4,4,5,4,3,1,2,1,2,5,1,5,3,1,1,1,3,1,2,2,1,5,1,1,1,2,1,2,4,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,2,3,3,2,3,2,2,2,2,2,3,2,2,3,2,3,2,5,5,5,5,5,5,3,3,5,5,1,5,5,0,5,5,5,1,1,1,1,1,1,5,5,9,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,57900
2,6056,2,56460,1,1,2,15,1,0,152,177,15,1,40,70000,0,0,0,10,1962,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57000
2,2275,2,34860,1,1,2,11,5,5,0,0,0,0,0,13000,0,0,0,10,1948,99999,2,2,2,3,4,1,5,1,2,1,1,1,1,1,5,5,5,6,2,2,4,4,4,2,4,5,4,2,4,5,1,2,2,3,2,3,2,2,3,3,3,2,3,3,3,3,2,3,2,2,3,2,2,2,2,3,2,2,3,2,3,3,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,35880
2,1092,2,43800,3,1,3,12,1,0,761,107,400,3,70,999998,1,0,98,4,1958,99999,2,1,1,4,3,5,1,1,2,2,1,1,1,1,5,5,5,3,1,2,4,3,3,5,3,5,5,5,3,4,4,2,3,3,2,9,3,2,3,3,3,3,3,3,2,2,2,3,2,3,3,3,2,2,2,3,2,2,2,2,3,2,5,5,5,5,5,5,5,5,5,5,1,5,5,0,5,5,5,1,1,1,1,1,1,1,5,10,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,45000
2,555,2,43800,1,5,0,2,1,0,755,19,999999,7,10,999998,5,1,0,10,1932,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44400
2,1413,2,37260,5,5,0,14,1,0,191,807,700,3,35,999998,1,0,2,3,1972,99999,2,3,3,3,1,5,4,1,1,1,5,1,1,1,5,1,5,4,1,2,3,1,4,2,2,3,9,9,3,4,2,1,1,2,2,3,3,3,3,2,3,3,2,3,2,2,3,4,1,3,3,2,2,1,1,3,1,1,3,1,2,1,4,5,5,5,5,4,4,4,5,5,1,5,5,0,5,1,5,1,5,1,1,5,5,1,1,18,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,38700
2,5985,2,56880,3,5,0,15,1,0,706,287,9,1,40,999998,1,0,1,2,1961,99999,2,1,1,3,4,5,1,1,2,1,1,4,1,1,5,5,5,5,1,2,5,3,3,5,5,5,5,5,5,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,4,5,5,5,5,5,5,5,1,5,5,0,5,5,5,1,1,1,1,1,1,1,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58320
2,5985,3,56880,3,5,0,15,1,0,706,287,9,1,40,999998,1,0,1,2,1961,99999,2,1,1,3,4,5,1,1,2,1,1,4,1,1,5,5,5,5,1,2,5,3,3,5,5,5,5,5,5,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,4,5,5,5,5,5,5,5,1,5,5,0,5,5,5,1,1,1,1,1,1,1,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58320
2,650,2,77100,5,5,0,12,3,5,0,0,0,0,0,13000,0,0,0,12,1971,99999,2,2,3,5,2,1,3,1,1,2,4,5,5,4,5,5,5,6,2,2,4,3,4,1,1,5,3,1,2,5,1,1,1,1,2,2,2,3,2,1,2,2,2,2,2,3,2,3,2,3,3,3,1,1,1,2,2,2,1,1,3,2,4,4,5,5,3,3,4,3,5,5,5,5,5,1,5,1,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,77820
2,774,2,73200,5,5,0,12,1,0,473,417,999999,9,68,999998,1,0,1,1,1974,99999,2,1,1,4,5,9,9,1,2,1,5,3,3,3,1,1,5,3,1,2,5,2,3,1,1,4,2,2,2,1,4,1,2,1,1,2,1,1,3,1,1,1,1,1,4,2,1,4,1,1,4,1,2,1,1,3,1,2,3,1,3,2,5,5,5,5,5,5,3,5,5,5,1,5,5,0,1,5,9,1,1,1,1,1,1,1,5,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,74400
2,2377,5,59640,2,5,0,12,1,0,705,559,7,1,40,999998,8,8,99,3,1965,99999,2,1,1,4,5,3,1,1,1,1,5,1,1,1,5,1,5,3,1,2,5,2,5,2,2,2,2,2,3,4,2,2,4,3,3,3,3,3,3,2,2,2,2,3,2,2,3,3,1,3,3,3,2,2,2,3,2,2,3,2,3,2,5,5,5,5,5,5,4,5,4,5,1,5,5,0,5,1,5,1,1,1,1,1,1,5,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,60960
2,5992,3,65700,4,5,0,11,1,0,410,77,55,2,40,999998,5,8,0,1,1960,99999,2,1,1,3,4,5,1,1,1,2,1,1,1,1,5,5,5,4,1,2,2,2,4,2,2,4,4,4,4,4,4,2,4,3,2,3,3,2,3,3,3,3,3,3,2,1,3,4,2,3,3,2,2,2,2,3,2,1,2,2,3,3,5,5,5,5,5,5,5,5,5,5,1,5,5,0,5,5,5,1,1,1,1,1,1,5,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,66900
2,4500,3,61620,1,1,2,12,1,0,3,739,8,1,40,999999,9,9,99,9,1966,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61800
2,4581,7,33300,5,1,2,12,1,0,912,669,560,4,40,999998,5,4,0,7,1968,99999,2,1,2,4,3,1,5,2,2,1,5,1,5,3,5,5,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,3,3,4,2,4,4,3,2,3,3,2,4,1,2,9,9,2,3,2,2,3,2,2,3,3,5,5,5,5,5,5,3,5,5,1,5,5,0,5,5,9,1,1,1,1,5,5,5,5,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,34200
2,4809,2,61860,5,5,0,11,5,1,705,667,50,2,99,999998,1,0,1,4,1972,62760,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62760
2,4230,2,74400,5,5,0,12,1,0,761,107,6000,6,20,999998,5,8,0,11,1955,99999,2,1,1,4,3,1,5,1,2,2,3,1,3,3,5,5,5,3,1,2,5,2,5,2,3,3,4,4,3,4,2,2,4,2,2,3,2,3,3,3,3,3,3,3,2,1,2,4,2,3,3,3,2,2,2,2,2,1,2,1,3,3,5,5,5,5,5,5,5,5,5,5,1,5,5,0,5,5,5,1,1,1,1,1,1,5,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,75600
2,3628,3,76800,3,1,1,18,1,0,245,408,39000,6,40,999998,1,0,5,8,1949,99999,2,3,4,4,3,5,1,2,1,2,1,1,2,3,1,5,1,4,1,2,4,1,5,1,3,1,5,5,2,4,2,2,4,3,2,9,2,2,3,2,3,2,2,2,2,2,1,4,1,2,2,2,2,3,2,3,2,2,2,1,4,2,3,3,5,3,3,5,3,5,5,4,1,5,5,0,5,5,5,1,1,1,1,1,1,5,5,9,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,77700
2,5711,2,68160,5,5,0,14,3,5,0,0,0,0,0,999998,5,8,0,7,1953,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68940
2,1445,4,35400,2,5,0,12,1,0,510,77,300,3,40,999998,5,5,0,1,1965,99999,2,2,1,4,1,2,3,1,2,1,4,2,4,2,5,1,1,2,1,2,2,1,3,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,2,1,2,2,2,2,2,2,3,3,2,2,3,3,2,2,2,3,2,2,3,2,3,2,3,3,3,5,5,5,5,3,3,5,1,5,5,0,5,5,5,1,1,1,1,1,1,1,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,36360
2,1445,5,35400,2,5,0,12,1,0,510,77,300,3,40,999998,5,5,0,1,1965,99999,2,2,1,4,1,2,3,1,2,1,4,2,4,2,5,1,1,2,1,2,2,1,3,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,2,1,2,2,2,2,2,2,3,3,2,2,3,3,2,2,2,3,2,2,3,2,3,2,3,3,3,5,5,5,5,3,3,5,1,5,5,0,5,5,5,1,1,1,1,1,1,1,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,36360
2,1990,5,51360,2,1,3,9,1,0,715,607,7,1,37,999998,1,0,1,3,1959,99999,2,1,1,9,9,9,9,1,1,1,5,1,3,2,5,1,5,2,1,2,9,3,5,2,2,5,3,3,3,2,2,2,2,2,2,3,2,2,3,3,3,2,1,3,2,2,4,4,2,2,2,2,2,1,2,3,2,2,3,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,52680
2,4312,6,51900,5,5,0,10,3,5,0,0,0,0,0,2000,0,0,0,6,1966,99999,2,3,1,3,4,5,1,1,1,2,5,1,5,3,1,1,5,4,1,2,2,3,5,2,5,4,2,1,1,4,1,2,5,3,1,4,4,4,4,2,4,2,3,2,3,1,3,3,4,3,3,3,4,1,1,3,1,1,2,1,3,2,5,3,5,5,5,5,4,5,5,5,5,5,5,1,9,9,9,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,52800
2,4312,7,51900,5,5,0,10,3,5,0,0,0,0,0,2000,0,0,0,6,1966,99999,2,3,1,3,4,5,1,1,1,2,5,1,5,3,1,1,5,4,1,2,2,3,5,2,5,4,2,1,1,4,1,2,5,3,1,4,4,4,4,2,4,2,3,2,3,1,3,3,4,3,3,3,4,1,1,3,1,1,2,1,3,2,5,3,5,5,5,5,4,5,5,5,5,5,5,1,9,9,9,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,52800
