HBCREL97,HBCID97,HBCSN97,RELSHIP,Q11A1M,Q11A1D,Q11A1Y,Q11A2M,Q11A3,Q11A4,Q11A5M,Q11A6,Q11A7,Q11A8,Q11A9,Q11A10,Q11A11A,Q11A11B,Q11A11C,Q11A11D,Q11A11E,Q11A11F,Q11A11G,Q11A11H,Q11A11I,Q11A11J,Q11A11K,Q11A11L,Q11A11M,Q11A11N,Q11A11O,Q11A11P,Q11A11Q,Q11A11R,Q11A11S,Q11A11T,Q11A11U,Q11A11V,Q11A11W,Q11A11X,Q11A11Y,Q11A11Z,Q11A11AA,Q11A11BB,Q11A11CC,Q11A12,Q11A13,Q11A14,Q11A14A,Q11A15A,Q11A15B,Q11A15C,Q11A15D,Q11A15E,Q11A15F,Q11A15G,Q11A16A,Q11A16B,Q11A16C,Q11A16D,Q11A16E,Q11A16F,Q11A17,Q11A18,Q11A19,Q11A20,Q11A21,Q11A21A,Q11A21B,Q11A21C,Q11A21D,Q11A21E,Q11A22,Q11A23N,Q11A24,Q11A24A,Q11A24B,Q11A25,Q11A25A,Q11A25B,Q11A25C,Q11A26,Q11A27,Q11A28,Q11A29,Q11A30,Q11A31,Q11A32,Q11A32AA,Q11A32AB,Q11A32AC,Q11A32AD,Q11A32AE,Q11A32AF,Q11A32AG,Q11A33,Q11A34,Q11A35,Q11A37,Q11A38,Q11A39A,Q11A39B,Q11A39C,Q11A39D,Q11A39E,Q11A39F,Q11A39G,Q11A39H,Q11A39I,Q11A40A,Q11A40B,Q11A40C,Q11A40D,Q11A40E,Q11A40F,Q11A40G,Q11A41A,Q11A41B,Q11A41C,Q11A41D,Q11A41E,Q11A42,Q11B1M,Q11B1D,Q11B1Y,Q11B2
3,1114,6,4,4,14,1997,8,1.5,3.8,999,3,5,2,3,1,3,3,2,3,3,3,2,3,2,3,2,2,3,3,3,2,3,3,3,2,2,2,3,3,2,3,3,2,2,11,7,9,9,0,0,0,2,7,2,0,11,0,0,0,0,0,99999,99999,99,9,9,9,9,9,9,9,9,99,999,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,99,1,1960,5,4,1,1,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,1,1,1,5,14000,4,15,1997,2
3,1910,5,4,8,19,1997,8,1,1.5,999,0,5,2,2,2,1,3,2,3,3,1,2,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,2,3,3,3,3,3,9,2,9,9,0,0,0,1,6,2,0,7,99,9,9,9,1,25200,59400,32,9,1,1,1,1,5,5,1,9,0,9,9,1,20,1,0,9,9,9,9,2,9,9,9,9,9,9,9,9,99,1,1946,5,4,1,1,9,9,9,9,9,9,9,9,5,1,5,5,5,5,5,5,1,1,1,5,18000,4,30,1997,3
3,681,3,4,7,3,1997,48,3,24,60,0,5,1,2,2,2,3,3,2,3,2,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,7,1,1,3,1,0,3,1,0,3,0,6,0,1,0,1,0,27000,64800,50,1,1,1,1,1,5,5,1,7,1.75,1,1,1,2,1,0,1,1,1,5,2,1,1,0,0,0,0,0,1,2,1,1954,5,3,5,5,1,1,1,5,5,5,5,9,5,5,5,5,5,5,5,1,1,5,5,9,18000,6,30,1997,1
3,681,4,4,7,3,1997,24,3,24,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,3,1,0,3,1,0,3,0,6,0,1,0,1,0,27000,64800,50,1,1,1,1,1,5,5,1,7,1.75,1,1,1,2,1,0,1,1,1,5,2,1,1,0,0,0,0,0,1,2,1,1954,5,3,5,5,1,1,1,5,5,5,5,9,5,5,5,5,5,5,5,1,1,5,5,9,18000,5,23,1997,1
3,3530,5,1,7,1,1997,20,7,40,18,0,5,1,2,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,40,0,0,0,0,0,1,0,1,0,0,0,0,0,99999,99999,52,9,1,1,1,1,1,5,5,99,0,9,9,5,0,0,0,9,5,5,5,2,1,0,0,0,0,0,0,0,0,1,1940,5,6,1,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,0,7,1,1997,3
3,2642,3,4,4,14,1997,4,5,50,360,0,5,9,9,9,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,10,0,1,0,3,0,2,0,6,0,0,0,0,0,19800,64800,38,9,1,1,1,1,5,5,5,99,10,2,1,5,0,0,0,4,5,5,5,2,1,0,0,0,0,0,0,0,0,1,1934,1,3,1,5,1,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6000,99,99,9999,4
3,2642,4,4,4,14,1997,4,5,50,360,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,10,0,1,0,3,0,2,0,6,0,0,0,0,0,19800,64800,38,9,1,1,1,1,5,5,5,99,10,2,1,5,0,0,0,4,5,5,5,2,1,0,0,0,0,0,0,0,0,1,1934,1,3,1,5,1,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6000,99,99,9999,9
3,4499,2,4,5,17,1997,1,7,39,144,0,5,1,1,1,3,3,3,3,3,3,2,3,2,2,3,3,3,3,1,1,3,2,3,3,3,3,3,3,3,3,3,3,3,2,7,3,4,0,0,0,1,1,0,0,2,0,0,0,0,0,25200,79200,48,1,1,1,1,1,1,5,5,99,2,1,1,1,2,1,0,4,5,5,5,2,9,3,0,0,0,0,0,0,3,1,1959,5,3,1,1,1,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,7200,5,16,1997,5
3,4499,3,4,5,17,1997,1,7,39,144,0,5,2,1,2,3,3,3,3,2,2,2,3,3,2,3,3,3,3,3,2,2,2,3,3,3,2,3,1,2,3,3,3,1,2,7,3,4,0,0,0,1,1,0,0,2,0,0,0,0,0,25200,79200,48,1,1,1,1,1,1,5,5,99,2,1,1,1,2,1,0,4,5,5,5,2,1,3,0,0,0,0,0,0,3,1,1959,5,3,1,1,1,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,7200,5,16,1997,5
3,1597,3,1,4,13,1997,48,3,8,240,0,5,2,2,2,3,3,3,3,3,2,3,3,9,3,3,9,3,3,9,3,3,9,3,3,3,9,3,2,3,3,3,3,3,1,1,9,9,0,0,0,0,1,0,0,99,99,9,9,9,9,99999,99999,99,9,1,9,9,9,9,9,9,99,999,9,9,9,99,9,9,9,9,9,9,2,1,0,0,0,0,0,0,0,0,1,1946,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99999,4,13,1997,9
3,2317,4,4,7,2,1997,6,5,48,999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,9,9,1,1,3,0,1,0,0,4,2,0,0,0,0,23400,64800,50,9,1,1,1,1,5,5,1,0,90,3,9,5,0,0,0,1,9,9,9,2,1,9,9,9,9,9,9,9,99,1,1933,5,2,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,30000,6,27,1997,5
3,3773,3,4,5,29,1997,24,5,40,156,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,6,1,2,2,0,1,0,0,6,0,0,0,0,0,19800,64800,52,1,1,1,1,1,5,5,5,99,1.5,1,1,5,0,0,0,3,5,5,5,2,2,0,0,0,0,0,0,0,0,1,1952,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,99999,5,29,1997,4
3,2038,4,1,4,14,1997,60,5,50,180,0,5,2,2,2,2,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,1,9,9,1,0,0,0,0,1,0,2,0,0,0,0,0,27000,64800,52,1,1,1,1,1,5,5,5,99,0,9,9,5,0,0,0,4,5,5,5,2,1,0,0,0,0,0,0,0,0,1,1947,5,2,5,5,5,5,5,5,5,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5,3380,4,14,1997,1
3,2252,2,4,7,1,1997,1,3.5,12,10,0,5,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,1,1,8,0,0,2,3,0,0,1,6,0,0,0,0,0,19800,79200,52,1,1,1,5,1,5,5,5,99,65,3,1,1,2,8,9,2,1,5,5,2,1,2,0,0,0,1,0,0,1,1,1962,1,4,1,9,9,9,1,1,1,9,9,9,5,5,5,5,5,5,5,9,9,9,9,9,5000,99,99,9999,9
3,6180,4,4,11,12,1997,3,5,9,300,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,3,2,0,4,0,4,0,0,5,0,5,0,0,0,21600,64800,50,3,1,1,1,1,5,5,5,99,12,2,1,1,2,2,2,3,1,5,5,2,1,1,9,9,9,9,9,9,99,1,1953,5,3,5,5,5,5,5,5,5,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5,15000,11,10,1997,1
3,1614,5,4,12,19,1997,4,4,32,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,28800,64800,99,1,1,1,1,1,1,5,5,99,150,3,3,5,0,0,0,7,5,5,5,2,5,0,0,0,0,0,0,0,0,1,1971,1,4,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,99998,12,17,1997,3
3,1892,3,4,3,25,1997,3,5,40,240,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,25200,82800,52,1,1,5,5,5,5,1,5,99,20,2,1,5,0,0,0,4,5,5,5,2,1,1,0,0,0,0,0,0,1,1,1958,5,4,1,5,1,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3600,3,25,1997,2
3,432,3,2,5,99,1997,18,5,48,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,25200,62100,51,1,1,1,1,1,5,5,5,99,50,3,1,5,0,0,0,4,5,5,5,2,1,1,0,0,0,0,0,0,1,1,1966,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,99999,5,1,1997,4
3,1938,3,2,3,28,1997,24,4,35,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,25200,64800,40,1,1,1,1,1,5,5,5,99,0,9,9,5,0,0,0,4,5,5,5,2,1,0,0,0,0,0,0,0,0,1,1925,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,3,19,1997,3
3,2204,3,4,6,11,1997,12,5,45,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,0,1,1,0,5,0,0,0,0,0,23400,63000,52,1,1,1,1,1,1,5,5,99,1.5,1,1,5,0,0,0,3,1,5,5,2,1,1,0,0,1,0,0,0,0,1,1971,5,3,5,5,5,5,5,1,5,5,5,9,5,5,5,5,5,5,9,5,5,5,5,9,7500,6,26,1997,4
3,2375,4,4,5,28,1997,24,5,30,120,0,5,1,2,2,2,3,3,3,3,2,2,3,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,1,2,3,2,3,3,8,1,1,5,1,0,2,0,2,2,0,5,0,2,0,0,0,25200,68400,52,3,1,1,1,1,5,5,1,99,1.5,1,1,1,1,4,0,1,1,1,5,2,2,3,0,0,0,0,0,0,3,1,1965,5,2,1,5,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,9,22000,5,28,1997,3
3,2375,3,4,5,28,1997,48,5,30,120,0,5,1,2,2,2,2,2,3,2,2,3,3,3,2,2,2,3,3,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,8,1,1,5,1,0,2,0,2,2,0,5,0,2,0,0,0,25200,68400,52,3,1,1,1,1,5,5,1,99,1.5,1,1,1,1,4,0,1,1,1,5,2,2,3,0,0,0,0,0,0,3,1,1965,5,2,1,5,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,9,22000,5,28,1997,3
3,573,4,4,3,27,1997,99,3,27,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,5,0,0,2,0,2,2,0,6,0,0,0,0,0,27000,63000,51,1,1,1,1,1,5,5,1,6,295,5,1,5,0,0,0,2,1,5,5,2,1,2,0,0,0,1,0,0,1,1,1961,5,7,1,1,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,5,5,99999,3,28,1997,9
3,1476,3,4,10,7,1997,2,4,9,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,30,9,9,9,9,99,9,9,9,0,0,0,0,0,23400,64800,51,1,1,1,1,1,5,5,1,99,1.85,1,1,5,0,0,0,7,5,5,5,2,1,2,0,0,1,0,1,0,0,1,1971,5,2,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10800,10,8,1997,3
3,1636,5,4,99,99,9999,36,5,35,999,11,5,1,2,2,2,3,3,3,3,2,1,3,2,3,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,7,1,9,9,0,2,0,1,3,1,0,7,0,0,0,0,0,21600,64800,52,9,1,1,1,1,5,5,1,0,5,5,9,5,0,0,0,9,9,9,9,2,9,9,9,9,9,9,9,9,99,1,1944,5,3,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,99999,5,5,1997,1
3,5534,3,4,11,12,1997,21,3,8.5,204,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,1,2,0,1,0,0,4,0,0,0,0,0,23700,63000,51,1,5,0,0,0,0,0,0,0,14,2,1,5,0,0,0,1,5,5,5,2,1,0,0,0,0,0,0,0,0,1,1950,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,99999,11,12,1997,3
3,4777,3,4,6,5,1997,3,4,40,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,27000,64800,52,1,1,1,1,1,5,5,5,99,150,3,1,5,0,0,0,1,1,1,1,2,1,2,0,1,0,0,0,1,0,1,1967,5,3,1,5,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,99999,6,6,1997,5
3,442,2,4,5,29,1997,60,5,55,120,0,5,1,1,2,3,3,3,3,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,5,1,1,7,0,0,0,1,0,4,0,5,0,0,0,0,0,21600,64800,51,1,1,1,1,1,5,5,5,99,65,3,9,5,0,0,0,3,5,5,5,2,1,0,0,0,0,0,0,0,0,1,1948,5,2,5,5,1,5,1,5,1,1,5,9,5,5,5,5,5,5,5,5,5,5,5,5,14000,5,99,1997,3
3,2618,5,4,4,29,1997,8,3.5,14,24,2,5,1,1,1,2,3,3,2,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,23400,81000,52,1,1,1,1,1,1,5,5,99,2.5,1,1,5,0,0,0,3,5,5,9,2,1,2,0,0,0,1,0,0,1,1,1960,5,5,1,5,5,1,1,1,1,1,5,9,5,1,5,5,5,5,5,5,5,5,5,9,897,4,29,1997,2
3,2024,4,4,4,11,1997,31,2,19,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,9,9,9,9,9,9,9,99,9,9,99,99,9,9,9,9,99999,99999,99,9,9,9,9,9,9,9,9,99,999,9,9,9,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,9,9999,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99999,4,11,1997,5
3,2024,5,4,4,11,1997,7,2,19,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,9,9,9,9,9,9,9,99,9,9,99,99,9,9,9,9,99999,99999,99,9,9,9,9,9,9,9,9,99,999,9,9,9,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,9,9999,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99999,4,11,1997,5
3,3542,4,4,5,21,1997,3,5,50,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,99,2,2,1,1,0,0,1,7,0,0,0,0,0,21600,64800,50,9,1,1,1,1,5,5,1,6,60,3,9,1,1,9,0,9,9,9,9,2,9,9,9,9,9,9,9,9,99,1,1964,5,3,9,9,9,9,9,9,9,9,9,1,5,5,5,5,5,5,5,5,5,1,5,9,15000,5,21,1997,3
3,4633,4,1,11,1,1997,36,2.5,7,999,0,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,25200,82800,52,3,1,1,1,1,1,5,9,99,0,9,9,5,0,0,0,4,5,5,5,2,2,0,0,0,0,0,0,0,0,1,1947,5,7,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,11,4,1997,2
3,128,3,4,4,11,1997,8,1,1.5,999,0,5,2,1,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,21,2,9,9,0,0,0,8,7,0,6,20,0,0,1,0,0,99999,99999,30,9,5,0,0,0,0,0,0,0,0,9,9,9,99,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,99,1,1959,5,3,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,1,1,5,1,5,7000,4,8,1997,2
3,2160,3,3,11,24,1997,32,3.5,32,240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,0,1,0,0,4,0,0,0,0,0,19800,61200,52,1,1,1,1,1,5,5,5,99,10,2,1,5,0,0,0,4,5,5,5,2,4,0,0,0,0,0,0,0,0,1,1927,5,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,1000,11,24,1997,1
3,6170,3,4,12,5,1997,3.5,5,47.5,264,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,2,1,1,1,0,0,5,0,0,0,0,1,21600,63000,50,1,1,1,1,1,5,5,1,5,17,2,1,5,0,0,0,1,1,1,1,2,1,1,0,0,0,0,0,0,1,1,1956,5,3,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,22000,12,2,1997,2
3,4967,3,4,99,99,9999,14,5.5,25,999,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,0,0,0,0,0,0,0,1,0,0,0,0,0,99999,61200,99,1,1,1,5,1,5,5,5,99,80,5,1,5,0,0,0,4,5,5,5,2,4,0,0,0,0,0,0,0,0,1,9999,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,800,99,99,9999,9
3,2479,4,3,10,22,1997,4,5,40,4,0,5,1,1,1,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,2,3,3,3,3,1,1,3,10,0,0,0,0,1,0,0,1,0,0,0,0,0,28800,57600,40,1,1,1,1,1,5,5,9,99,25,3,1,5,0,0,0,4,5,5,5,2,4,3,0,0,0,0,0,0,3,1,1961,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,99999,10,23,1997,4
3,4339,5,4,5,9,1997,3,5,55,6,0,5,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,2,12,1,1,37.5,3,3,1,3,2,1,1,12,0,0,0,2,0,23400,66600,52,1,1,1,1,1,5,5,5,99,11,2,1,5,0,0,0,1,1,5,5,2,1,2,0,0,0,0,1,0,1,1,1965,5,3,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,20000,5,13,1997,2
3,859,3,4,4,23,1997,9,4,30,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,32400,72000,52,1,1,1,5,1,1,5,5,99,0,9,9,5,0,0,0,4,5,5,5,2,1,0,0,0,0,0,0,0,0,1,1953,5,3,1,5,1,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,0,4,23,1997,3
3,2849,7,4,5,20,1997,9,1,2.5,999,0,5,2,2,2,2,3,2,3,2,1,2,2,2,3,2,2,3,2,2,2,2,2,2,3,3,3,2,3,3,3,3,2,2,6,1,9,9,0,0,0,3,3,0,0,6,0,0,0,0,0,31500,41400,36,9,1,1,5,5,5,5,5,99,999,9,9,5,0,0,0,9,9,9,9,2,9,9,9,9,9,9,9,9,99,1,1955,5,4,9,9,9,9,9,9,9,9,9,9,5,1,5,5,5,5,5,1,5,5,5,5,5000,5,31,1997,3
3,3858,3,4,10,8,1997,1,3,27,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,3,0,1,0,0,4,0,0,1,0,0,25200,63000,52,1,1,1,1,1,1,5,1,5,80,3,1,5,0,0,0,1,1,5,1,2,1,2,0,0,1,0,1,0,0,1,1971,5,3,1,9,5,1,1,1,5,5,1,5,5,5,5,5,5,5,5,5,1,1,5,9,6000,10,8,1997,3
3,2186,5,4,5,14,1997,24,4.5,35,120,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,1,0,1,0,0,0,0,2,0,0,0,0,0,21600,72000,50,1,1,1,1,1,1,5,5,99,25,2,1,5,0,0,0,3,5,5,5,2,1,3,0,0,0,0,0,0,3,3,1962,5,3,1,1,1,5,1,1,5,5,5,9,5,5,5,5,5,5,9,5,5,5,5,9,10000,5,15,1997,4
