HBCREL97,HBCID97,HBCSN97,RELSHIP,Q11A1M,Q11A1D,Q11A1Y,Q11A2M,Q11A3,Q11A4,Q11A5M,Q11A6,Q11A7,Q11A8,Q11A9,Q11A10,Q11A11A,Q11A11B,Q11A11C,Q11A11D,Q11A11E,Q11A11F,Q11A11G,Q11A11H,Q11A11I,Q11A11J,Q11A11K,Q11A11L,Q11A11M,Q11A11N,Q11A11O,Q11A11P,Q11A11Q,Q11A11R,Q11A11S,Q11A11T,Q11A11U,Q11A11V,Q11A11W,Q11A11X,Q11A11Y,Q11A11Z,Q11A11AA,Q11A11BB,Q11A11CC,Q11A12,Q11A13,Q11A14,Q11A14A,Q11A15A,Q11A15B,Q11A15C,Q11A15D,Q11A15E,Q11A15F,Q11A15G,Q11A16A,Q11A16B,Q11A16C,Q11A16D,Q11A16E,Q11A16F,Q11A17,Q11A18,Q11A19,Q11A20,Q11A21,Q11A21A,Q11A21B,Q11A21C,Q11A21D,Q11A21E,Q11A22,Q11A23N,Q11A24,Q11A24A,Q11A24B,Q11A25,Q11A25A,Q11A25B,Q11A25C,Q11A26,Q11A27,Q11A28,Q11A29,Q11A30,Q11A31,Q11A32,Q11A32AA,Q11A32AB,Q11A32AC,Q11A32AD,Q11A32AE,Q11A32AF,Q11A32AG,Q11A33,Q11A34,Q11A35,Q11A37,Q11A38,Q11A39A,Q11A39B,Q11A39C,Q11A39D,Q11A39E,Q11A39F,Q11A39G,Q11A39H,Q11A39I,Q11A40A,Q11A40B,Q11A40C,Q11A40D,Q11A40E,Q11A40F,Q11A40G,Q11A41A,Q11A41B,Q11A41C,Q11A41D,Q11A41E,Q11A42,Q11B1M,Q11B1D,Q11B1Y,Q11B2
3,4791,3,1,6,12,1997,46,3.5,28,46,1,5,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,8,0,0,0,0,1,0,0,1,0,0,0,0,0,28800,99999,50,1,1,1,1,1,5,5,5,99,0,9,9,5,0,0,0,4,5,5,5,9,1,0,0,0,0,0,0,0,0,1,1941,5,2,5,5,1,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,0,6,10,1997,2
3,2745,3,1,4,21,1997,16,4,25,999,0,5,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,27000,79200,50,1,1,1,1,1,1,5,5,99,0,9,9,5,0,0,0,4,5,5,5,2,1,0,0,0,0,0,0,0,0,1,1939,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,4,21,1997,1
3,4396,4,4,5,5,1998,16,5,50,192,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,23400,64800,99,1,1,1,1,1,5,5,5,99,80,3,1,5,0,0,0,3,5,5,5,2,1,0,0,0,0,0,0,0,0,1,1941,5,1,1,5,5,5,5,5,5,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5,14000,5,5,1998,2
3,2882,3,4,6,5,1997,48,2.5,30,999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,23400,61200,52,3,1,9,9,9,9,9,9,99,10,2,1,5,0,0,0,4,5,5,5,2,1,0,0,0,0,0,0,0,0,1,1955,5,2,5,5,5,5,1,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,99999,6,5,1997,4
3,6302,4,3,10,8,1997,48,4,40,300,0,5,2,2,2,2,2,1,2,2,1,3,3,2,2,2,2,3,2,3,2,3,3,2,2,3,2,3,2,2,3,3,3,3,3,1,3,99,0,0,1,1,0,0,2,4,0,0,0,0,0,21600,75600,52,1,1,1,1,1,1,5,5,99,0,9,9,5,0,0,0,3,5,5,5,2,4,0,0,0,0,0,0,0,0,1,1937,5,3,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,10,8,1997,3
3,6302,5,3,10,8,1997,33,4,40,300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,18,0,0,1,0,1,0,1,3,0,0,0,0,0,21600,75600,52,1,1,1,1,1,5,5,5,99,0,9,9,5,0,0,0,3,5,5,5,2,4,0,0,0,0,0,0,0,0,1,1937,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,10,8,1997,3
3,3586,4,1,5,14,1997,17,5,52.5,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,26100,64800,52,3,1,1,1,1,5,5,5,99,0,9,9,5,0,0,0,4,5,5,5,2,1,0,0,0,0,0,0,0,0,1,1937,5,2,5,5,5,5,5,5,5,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5,0,5,14,1997,3
3,2929,4,4,10,16,1997,42,5,32,300,1,5,2,1,1,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,1,0,0,0,0,3,3,2,0,2,8,0,0,0,0,0,18000,64800,52,1,1,1,1,1,5,5,5,99,1.5,1,1,5,0,0,0,2,1,5,5,2,1,0,0,0,0,0,0,0,0,1,1949,5,2,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,13000,10,17,1997,5
3,10051,2,4,5,8,1997,36,5,47.5,36,2,5,1,1,2,2,1,3,2,2,3,2,3,3,3,3,2,3,3,2,2,3,1,3,3,2,2,3,2,3,3,2,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,22200,55800,52,1,1,5,1,1,5,5,5,99,250,5,1,5,0,0,0,4,5,5,5,2,5,1,0,0,0,0,0,0,1,4,1971,1,3,5,9,1,9,1,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,3000,5,8,1997,4
3,4705,3,4,5,29,1997,29,5,40,999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,25200,64800,48,5,1,1,1,1,1,5,5,99,999,9,9,5,0,0,0,4,5,5,5,2,2,0,0,0,0,0,0,0,0,2,1921,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,99999,5,30,1997,5
3,2316,2,4,12,14,1997,48,7,8,999,0,5,2,1,2,2,9,9,9,9,9,3,9,3,1,3,2,3,3,2,1,2,2,3,3,3,2,1,2,2,3,3,3,3,99,9,2,99,9,9,9,9,99,9,9,99,1,9,9,9,9,99999,99999,99,5,1,1,1,1,1,5,5,99,0,9,9,5,0,0,0,9,5,5,5,2,1,0,0,0,0,0,0,0,0,2,1958,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,12,14,1997,2
3,4679,5,2,5,19,1997,3,5,40,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,1,0,2,0,5,0,0,0,0,27000,68400,52,1,1,1,1,1,1,5,9,99,2,1,1,1,1,9,9,4,5,5,5,2,5,1,0,0,0,1,0,0,0,2,1970,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,99999,5,19,1997,1
3,5760,3,4,12,12,1997,16,5.5,50,96,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,4,4,2,2,1,1,0,0,0,8,0,0,0,2,21600,64800,52,1,1,1,1,1,5,5,1,10,60,3,3,1,4,2,4,1,1,1,1,2,1,2,0,0,0,0,0,0,2,2,1957,5,3,1,5,1,1,1,1,1,1,5,5,1,5,5,5,5,5,5,1,1,1,5,5,2200,1,27,1998,2
3,5760,4,4,12,12,1997,10,5.5,50,96,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,4,4,2,2,1,1,0,0,0,8,0,0,0,2,21600,64800,52,1,1,1,1,1,5,5,1,10,60,3,3,1,4,2,4,1,1,1,1,2,1,2,0,0,0,0,0,0,2,2,1957,5,3,1,5,1,1,1,1,1,1,5,5,1,5,5,5,5,5,5,1,1,1,5,5,2200,3,10,1998,2
3,2439,3,1,10,13,1997,4,4,50,999,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,0,0,1,0,0,0,0,0,1,0,0,0,0,99999,99999,99,9,1,1,1,1,1,5,9,99,0,9,9,9,99,9,9,4,5,5,5,2,4,9,9,9,9,9,9,9,99,2,1939,5,2,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,10,13,1997,1
3,4506,3,4,5,5,1997,5,4,27.5,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,9,9,9,9,9,9,9,99,9,9,99,99,9,9,9,9,99999,99999,99,9,9,9,9,9,9,9,9,99,999,9,9,9,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,9,9999,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99999,5,8,1997,4
3,4506,4,4,5,5,1997,5,4,27.5,24,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,9,9,9,9,9,9,9,99,9,9,99,99,9,9,9,9,99999,99999,99,9,9,9,9,9,9,9,9,99,999,9,9,9,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,9,9999,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99999,5,8,1997,4
3,3763,4,4,99,99,9999,1,5,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,25200,59400,5,1,1,1,1,1,5,5,5,99,90,3,2,5,0,0,0,4,5,5,5,2,1,2,9,9,9,9,9,9,99,2,1943,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4680,5,1,1997,4
3,5010,3,4,7,21,1997,36,5,40,48,3,5,2,2,2,2,3,2,3,2,2,2,2,3,2,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,40,0,0,0,0,2,0,2,0,4,0,0,0,0,21600,68400,48,1,1,1,5,1,1,5,5,99,30,3,1,5,0,0,0,1,1,5,5,2,5,1,0,0,0,0,0,0,1,2,1963,5,4,1,1,1,5,1,1,1,1,1,5,1,9,9,9,9,9,9,9,9,9,9,9,99999,7,21,1997,1
3,1605,3,2,7,16,1997,9,4.5,35,108,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,4,40,0,1,0,0,20,1,0,10,8,0,2,0,0,21600,68400,52,9,1,1,1,1,5,5,1,99,999,9,9,1,20,1,9,7,1,5,1,2,9,1,9,9,9,9,9,9,99,1,1967,1,4,1,9,9,1,1,1,1,9,1,5,1,9,9,9,9,9,9,9,9,1,1,9,19000,7,16,1997,1
3,5810,3,4,99,99,9999,12,4,36,4,1,5,3,2,3,2,2,1,3,2,1,1,2,2,3,3,2,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,3,3,1,1,9,8,9,9,9,9,99,9,9,0,99,0,9,0,0,32400,75600,99,5,5,0,0,0,0,0,0,0,0,9,9,5,0,0,0,4,5,5,5,2,4,9,9,9,9,9,9,9,99,1,1925,5,3,1,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9,9,9,99999,99,99,9999,9
3,5441,4,4,6,23,1997,1,6,8.5,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,39600,77400,8,1,1,1,1,1,1,5,5,99,1.5,1,2,5,0,0,0,4,5,5,5,2,5,0,0,0,0,0,0,0,0,1,1983,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,894,6,23,1997,4
3,880,6,4,6,3,1997,99,9,99,999,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,99,0,0,0,0,0,0,2,0,2,0,0,0,0,99999,99999,99,1,1,5,5,5,5,1,5,99,0,9,9,5,0,0,0,7,5,5,5,2,5,0,0,0,0,0,0,0,0,2,1974,5,2,1,1,9,9,1,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,99999,99,99,9999,9
3,5764,4,4,10,21,1997,16,5,8,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,1,1,1,0,0,0,5,0,0,0,0,23400,66600,50,1,1,1,1,1,1,5,1,4,70,3,1,1,4,2,4,2,1,1,1,2,1,2,9,9,9,9,9,9,99,2,1967,5,2,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,15000,10,21,1997,2
3,5299,6,4,5,16,1997,8.5,5,45,36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,9,1,0,0,1,0,0,0,0,2,0,0,0,0,21600,63000,52,1,1,1,1,1,5,5,5,99,50,3,1,5,0,0,0,3,5,5,5,1,4,0,0,0,0,0,0,0,0,2,1946,5,3,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,800,99,99,9999,9
3,5125,4,4,5,19,1997,2,5,40,360,2,5,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,9,9,0,1,1,1,0,1,1,0,5,0,0,0,0,19800,57600,48,5,1,1,5,1,5,5,5,99,30,3,2,5,0,0,0,4,5,5,5,2,2,1,0,0,0,0,0,0,1,9,1935,5,2,5,9,1,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,1800,5,19,1997,1
3,5783,2,4,11,8,1997,5,5,40,999,10,5,2,2,2,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,9,9,1,1,0,2,1,0,1,3,1,0,0,0,2,18000,79200,50,9,1,1,1,1,1,5,1,6,78.330002,3,9,1,3,1,0,9,9,9,9,2,9,9,9,9,9,9,9,9,99,2,1964,5,3,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,1,1,1,5,5,99999,11,12,1997,3
3,5840,3,1,99,99,9999,1,3,2,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,9,0,1,0,0,0,0,0,0,1,0,0,0,0,50400,57600,99,2,9,9,9,9,9,9,9,99,0,9,9,5,0,0,0,3,5,5,5,2,1,0,0,0,0,0,0,0,0,2,1934,5,1,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,99999,99,99,9999,9
3,3983,5,4,5,19,1997,12,3,12,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,10,0,2,3,0,1,0,0,0,6,0,0,0,0,25200,63000,50,1,1,1,1,1,5,5,1,6,85,3,1,1,2,2,2,1,1,5,5,2,1,0,0,0,0,0,0,0,0,2,1952,5,3,1,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,20000,5,19,1997,1
3,1900,5,1,6,18,1997,6,4,32,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25200,61200,99,1,9,9,9,9,9,9,9,99,999,9,9,5,0,0,0,4,5,5,5,2,1,0,0,0,0,0,0,0,0,2,1936,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,99999,6,18,1997,3
3,5531,3,3,6,21,1997,34,5,9,180,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,4,0,0,0,0,18000,75600,52,3,1,1,1,1,1,5,5,99,50,5,1,5,0,0,0,4,5,5,5,2,1,5,0,0,0,0,0,0,5,2,1955,5,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,600,6,19,1997,9
3,812,2,4,6,30,1997,12,5,25,144,2,5,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,4,1,4,30,0,0,0,0,0,4,0,0,4,0,0,0,0,23400,66600,50,1,1,1,1,1,1,5,9,99,35,3,1,5,0,0,0,4,5,5,1,2,1,4,0,0,0,1,0,1,2,2,1965,5,4,1,5,1,5,1,1,9,5,1,9,1,5,5,5,5,5,9,5,1,5,5,9,8000,6,25,1997,3
3,1386,3,3,4,18,1997,12,5,40,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,25200,61200,36,5,1,1,1,1,5,5,5,99,0,9,9,5,0,0,0,3,5,5,5,2,5,0,0,0,0,0,0,0,0,2,1974,5,3,1,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,4,18,1997,5
3,3128,3,1,9,23,1997,36,3,15,84,0,5,2,1,1,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,2,1,2,3,3,3,3,3,3,1,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,25200,57600,52,5,1,1,1,1,5,5,5,99,20,3,1,5,0,0,0,4,5,5,5,2,1,0,0,0,0,0,0,0,0,2,1934,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,900,9,23,1997,2
3,2994,2,4,5,31,1997,24,5,8,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,2,1,0,0,0,0,5,0,0,0,0,50400,84600,99,5,1,1,1,1,1,5,5,99,5,2,1,5,0,0,0,3,5,5,5,2,5,2,1,0,1,0,0,0,0,2,1976,5,2,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,99999,5,31,1997,1
3,5786,3,1,11,18,1997,15,5,45,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30600,64800,48,1,1,1,1,1,1,5,5,99,0,9,9,5,0,0,0,4,5,5,5,2,1,0,0,0,0,0,0,0,0,2,1930,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,11,18,1997,2
3,3047,3,4,12,19,1997,24,4.5,45,24,8,5,2,2,2,2,3,2,3,2,2,2,2,3,3,2,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,3,2,2,9,1,0,0,0,0,3,0,3,0,3,0,9,0,0,0,0,21600,64800,50,1,1,1,1,1,5,5,1,9,55,3,3,5,0,0,0,1,1,1,5,2,1,0,0,0,0,0,0,0,0,2,1954,5,2,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,12000,12,11,1997,9
3,5169,4,4,5,27,1997,8,5,40,36,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,40,0,9,9,9,0,0,0,0,3,0,0,0,0,21600,61200,99,1,5,0,0,0,0,0,0,0,56,3,1,5,0,0,0,4,5,5,5,2,5,0,0,0,0,0,0,0,0,2,1935,5,2,5,5,5,5,5,5,5,5,9,9,5,5,5,5,5,5,5,5,5,5,5,5,99999,5,27,1997,9
3,5374,3,4,5,27,1997,8,5,40,36,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,21600,61200,99,1,5,0,0,0,0,0,0,0,50,3,3,5,0,0,0,4,5,5,5,2,5,1,0,0,0,0,1,0,0,2,1935,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,99999,5,27,1997,9
3,5662,5,3,6,23,1997,9,5,10,168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,1,1,1,0,0,0,6,0,9,0,0,0,0,21600,82800,52,1,1,1,1,1,1,5,5,99,999,9,9,5,0,0,0,3,5,5,5,2,1,1,0,0,0,0,0,0,27,2,1942,5,2,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,5,5,5,5,5,99999,6,23,1997,1
3,4566,3,3,10,25,1997,24,5,8,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,1,1,0,0,0,0,9,0,0,0,0,61200,82800,52,1,1,1,1,1,1,5,5,99,999,9,9,5,0,0,0,3,5,5,5,2,1,0,0,0,0,0,0,0,0,2,1942,5,1,1,5,5,5,5,5,5,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5,99999,10,25,1997,1
3,5662,6,3,6,23,1997,24,5,10,168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,1,1,1,0,0,0,6,0,9,0,0,0,0,21600,82800,52,1,1,1,1,1,1,5,5,99,999,9,9,5,0,0,0,3,5,5,5,2,1,1,0,0,0,0,0,0,27,2,1942,5,2,1,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,5,5,5,5,5,99999,6,23,1997,1
3,5113,4,4,5,26,1997,12,5,7,96,2,5,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,6,1,1,50,1,1,0,1,2,1,0,0,6,0,0,0,0,23400,64800,50,3,1,1,5,1,5,5,5,99,110,3,1,1,2,2,2,1,1,1,5,2,1,0,0,0,0,0,0,0,0,2,1951,5,2,1,5,1,5,1,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,35000,5,27,1997,9
3,4956,3,4,6,20,1997,9,5,10,20,0,5,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,12,0,1,0,0,1,1,0,0,3,0,0,0,0,25200,68400,48,1,1,1,1,1,1,5,5,99,35.25,3,1,1,2,8,2,2,1,5,5,2,1,2,0,0,0,0,0,0,2,2,1948,5,2,1,5,5,5,5,5,5,1,5,1,9,9,9,9,9,9,9,9,9,9,9,9,3028,6,20,1997,5
3,4956,4,4,6,20,1997,9,5,10,20,0,5,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,2,3,1,1,12,0,1,0,0,1,1,0,0,3,0,0,0,0,25200,68400,48,1,1,1,1,1,1,5,5,99,35.25,3,2,1,2,8,2,2,1,5,5,2,1,2,0,0,0,0,0,0,2,2,1948,5,2,1,5,5,5,5,5,5,1,5,1,9,9,9,9,9,9,9,9,9,9,9,9,3028,6,20,1997,5
3,801,2,3,99,99,9999,2,5,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,18000,64800,5,1,1,1,1,1,5,5,1,1,1,3,1,5,0,0,0,3,1,5,5,2,3,2,1,1,0,0,0,0,0,2,1954,5,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,700,99,99,9999,9
3,5914,5,1,11,20,1997,11,5,9,999,0,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,1,9,9,0,0,0,0,0,0,7,0,7,0,0,0,0,99999,99999,52,5,1,1,5,1,1,5,5,99,0,9,9,5,0,0,0,4,5,5,5,2,1,0,0,0,0,0,0,0,0,2,1936,5,2,1,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,5,5,5,5,5,0,11,20,1997,4
