PDTREL97,PDTID97,PDTSN97,Q10A1M,Q10A1D,Q10A1Y,Q10A2,Q10A3,Q10A4,Q10A5,Q10A6,Q10A7,Q10A8,Q10A9A,Q10A9B,Q10A9C,Q10A9D,Q10A9E,Q10A9F,Q10A9G,Q10A10,Q10A11,Q10A12,Q10A13,Q10A14A,Q10A14B,Q10A14C,Q10A14D,Q10A14E,Q10A14F,Q10A14G,Q10A14H,Q10A14I,Q10A14J,Q10A14K,Q10A14L,Q10A15A,Q10A15B,Q10A15C,Q10A15D,Q10A15E,Q10A15F,Q10A15G,Q10A15H,Q10A15I,Q10A15J,Q10A15K,Q10A15L,Q10A15M,Q10A15N,Q10A15O,Q10A15P,Q10A15Q,Q10A15R,Q10A15S,Q10A15T,Q10A15U,Q10A15V,Q10A15W,Q10A15X,Q10A15Y,Q10A15Z,Q10A15AA,Q10A15BB,Q10A15CC,Q10A15DD,Q10A15EE,Q10A16,Q10A17,Q10A18,Q10A19A,Q10A19B,Q10A19C,Q10A19D,Q10A19E,Q10A19F,Q10A20,Q10A21,Q10A22,Q10A22A,Q10A23,Q10A24A,Q10A24B,Q10A24C,Q10A24D,Q10A24E,Q10A24F,Q10A24G,Q10A25A,Q10A25B,Q10A25C,Q10A25D,Q10A25E,Q10A26,Q10A26A,Q10A27,Q10A28,Q10A29,Q10A30A,Q10A30B,Q10A30C,Q10A30D,Q10A30E,Q10A30F,Q10A30G,Q10A31,Q10A32A,Q10A32B,Q10A32C,Q10A32D,Q10A32E,Q10A33,Q10A34,Q10A35,Q10A36,Q10A37,Q10A38,Q10A39,Q10A40,Q10A41,Q10A42,Q10A43,Q10B1M,Q10B1D,Q10B1Y,Q10B2,Q10B3H,Q10B3M,Q10B4,Q10B5,Q10B6A,Q10B6AB,Q10B6AE,Q10B6B,Q10B6BB,Q10B6BE,Q10B6C,Q10B6CB,Q10B6CE,Q10B6D,Q10B6DB,Q10B6DE,Q10B6E,Q10B6EB,Q10B6EE,Q10B7,Q10B8,Q10B9A,Q10B9AB,Q10B9AE,Q10B9B,Q10B9BB,Q10B9BE,Q10B9C,Q10B9CB,Q10B9CE,Q10B9D,Q10B9DB,Q10B9DE,Q10B9E,Q10B9EB,Q10B9EE,Q10B10,Q10B11,Q10B12A,Q10B12AB,Q10B12AE,Q10B12B,Q10B12BB,Q10B12BE,Q10B12C,Q10B12CB,Q10B12CE,Q10B12D,Q10B12DB,Q10B12DE,Q10B12E,Q10B12EB,Q10B12EE,Q10B13
3,459,4,99,99,9999,1,5,30,8,8,5,12,2,1,3,1,1,1,1,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,0,5,5,0,12,0,0,0,0,1,1,5,0,1,0,0,0,11,11,0,0,2,0,0,0,0,5,0,168,3,3,1,5,5,5,9,9,1,5,5,5,5,1,5,2,2,1953,5,5,5,1,32,4,1,11000,99,99,9999,5,5,30,32400,33600,1,32400,33000,3,33000,33600,0,0,0,0,0,0,0,0,0,99999,9,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,9,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,9
3,715,4,4,23,1997,1,2,4,8,8,0,19,1,1,2,1,1,1,2,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,3,0,5,5,19,0,0,0,0,0,1,5,5,0,1,0,0,0,4,9,5,0,1,0,1,0,0,1,1,84,3,6,9,1,9,9,9,9,9,5,9,9,9,9,1,2,1,1946,5,5,1,1,25,4,5,99999,4,23,1997,3,0,9,30300,33900,10,30300,33300,5,33300,33900,0,0,0,5,33300,33900,99,99999,99999,50400,1,1,50700,51000,2,51000,51120,5,51120,51300,0,0,0,0,0,0,51300,1,3,70200,72000,1,72000,72900,0,0,0,0,0,0,0,0,0,1
3,2525,6,4,22,1997,1,3,15,5,24,5,27,1,1,2,1,1,1,1,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,25,0,0,2,0,0,1,5,5,0,1,0,0,4,10,4,8,1,3,0,0,0,1,1,3,60,3,4,5,5,5,5,5,5,9,1,1,5,5,5,1,2,1,1965,5,5,5,1,35,3,3,14000,4,21,1997,1,0,20,30600,32400,7,30600,32400,0,0,0,0,0,0,0,0,0,0,0,0,64800,1,1,63000,64800,4,57600,64800,0,0,0,0,0,0,0,0,0,64800,1,5,64800,68400,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1633,3,5,15,1997,5,4,38,12,12,0,5,3,3,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,5,5,0,5,0,0,3,1,0,0,1,1,0,0,0,0,5,0,9,1,3,5,5,5,5,5,5,9,5,5,5,5,5,9,2,1,1959,5,1,1,1,40,5,4,99999,5,15,1997,4,9,99,25200,27000,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,64800,1,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,9,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,5
3,297,3,5,7,1997,1,5,8,8,36,5,16,1,8,3,2,2,2,2,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,9,1,3,2,2,2,2,2,3,2,1,2,2,3,3,3,3,2,1,1,3,3,2,1,1,1,2,2,3,2,3,2,0,5,5,15,1,0,0,0,0,1,1,5,0,1,0,0,0,16,0,0,0,1,2,0,0,1,5,0,36,3,6,1,1,5,5,5,5,9,1,5,5,5,1,5,2,1,1972,1,5,5,1,40,3,5,14500,5,7,1997,1,0,20,28800,25200,1,28800,29400,4,29400,31200,5,31200,31500,10,31500,32100,10,32100,33600,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59400,1,1,68400,72000,0,0,0,0,0,0,0,0,0,0,0,0,1
3,10019,4,5,12,1997,1,5,30,9,9,0,26,2,1,1,2,1,1,2,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,2,6,11,2,0,5,1,1,5,0,1,0,0,0,0,0,0,26,1,0,0,0,0,1,4,9,3,7,5,1,5,5,5,5,9,5,5,5,5,1,9,2,1,1972,5,5,1,1,40,3,2,30000,5,12,1997,2,0,40,27000,29700,1,27000,28800,2,28800,29400,5,29400,29700,99,99999,99999,0,0,0,99999,9,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,9,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,9
3,10111,4,10,13,1997,1,7,10,3.5,3.5,5,8,2,1,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,1,1,5,0,1,15,3,8,15,9,0,0,1,1,0,0,0,5,0,78,3,2,5,5,5,5,5,5,5,5,5,5,5,1,5,2,1,1949,5,5,5,1,42,1,1,15000,99,99,9999,9,0,20,26400,25200,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,10429,3,11,26,1997,1,3,9,2.5,2.5,2,12,1,1,3,2,1,1,2,5,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,1,1,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,5,6,1,2,3,0,0,1,5,5,0,1,0,0,0,12,0,0,0,1,0,0,0,0,1,2,2.5,3,4,5,5,5,5,5,5,9,5,5,5,5,1,9,2,1,1953,5,5,5,1,25,2,2,11237,11,26,1997,3,0,15,27900,32400,1,28200,29100,10,29100,30600,5,30600,30900,10,30900,32400,0,0,0,43200,1,2,43200,45000,5,45000,46800,10,46800,48600,10,48600,49500,10,49500,50400,50400,1,1,61200,66600,0,0,0,0,0,0,0,0,0,0,0,0,5
3,10174,4,12,4,1997,1,2,8,18,18,0,25,2,2,3,3,3,2,3,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,15,1,4,5,0,0,7,1,5,0,1,0,0,0,11,14,0,0,2,0,0,3,0,5,0,36,3,7,1,5,5,5,5,5,5,5,1,5,5,5,1,2,1,1967,5,5,5,1,30,4,3,30000,12,4,1997,4,0,30,30600,32400,1,30600,32400,4,32400,34200,0,0,0,0,0,0,0,0,0,46800,1,5,46800,50400,1,46800,50400,0,0,0,0,0,0,0,0,0,50400,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,10189,3,99,99,9999,1,3,10,1.5,1.5,99,34,2,2,3,2,3,2,2,5,2,2,2,5,5,5,5,5,5,1,5,5,1,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,27,1,3,3,0,1,2,5,5,0,1,0,0,4,12,12,6,0,1,1,0,0,6,5,0,216,3,9,1,5,5,5,5,5,5,5,5,1,5,1,5,2,1,1960,5,5,1,1,40,2,2,35000,12,3,1997,3,0,15,28800,32400,1,28980,29400,10,29400,29700,5,29700,30600,4,30600,32400,0,0,0,61200,1,4,43200,43500,10,43500,45900,4,45900,46800,2,46800,55800,10,55800,99999,55800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,10080,5,11,11,1997,1,5,31.25,2,2,2,16,2,2,1,2,1,1,1,5,2,2,2,5,5,5,5,5,5,1,1,8,1,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,6,6,1,0,1,4,5,5,0,1,0,0,0,2,12,2,0,1,0,1,0,0,1,5,2,3,6,1,5,5,5,5,5,5,5,5,5,5,1,9,2,1,1971,5,5,1,1,40,1,2,24500,11,18,1997,2,0,40,28200,31800,5,28320,28440,1,28680,29400,3,29400,99999,2,99999,99999,0,0,0,54000,1,10,54300,55800,10,55800,57900,0,0,0,0,0,0,0,0,0,57900,1,3,77400,80100,0,0,0,0,0,0,0,0,0,0,0,0,1
3,10367,3,12,27,1997,1,5,12.5,3,3,2,18,2,1,2,2,2,2,1,5,3,3,3,5,5,5,5,5,5,1,5,5,1,1,9,3,3,3,3,3,3,2,2,3,2,2,2,2,3,2,2,2,3,3,3,2,2,3,3,2,3,3,3,3,3,3,0,5,5,0,2,8,2,0,6,1,5,1,1,1,0,0,0,0,18,0,0,1,0,1,0,0,1,3,36,3,6,1,1,5,5,5,5,5,5,5,5,5,5,1,2,1,1955,5,1,1,1,35,2,2,29000,12,22,1997,9,0,15,27000,30600,1,27000,29700,5,29700,30600,0,0,0,0,0,0,0,0,0,39600,1,4,54000,54600,5,54600,55200,1,55200,59400,0,0,0,0,0,0,59400,1,1,68400,72000,1,99999,99999,0,0,0,0,0,0,0,0,0,1
3,10206,6,12,18,1997,1,5,6.5,6,6,0,21,2,1,2,2,1,1,1,5,2,1,2,5,5,1,5,5,5,5,5,5,5,5,5,2,3,2,2,2,3,2,3,2,3,2,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,0,1,3,5,5,11,0,0,0,5,1,5,0,1,0,0,0,0,0,0,21,1,0,0,2,0,1,4,48,9,6,1,1,5,5,9,5,5,5,5,5,5,1,5,1,1,1953,5,1,5,1,50,2,2,24500,12,18,1997,4,0,30,25800,27900,1,25800,27900,10,37500,40500,10,40500,42900,10,43500,47100,10,47100,51600,51600,1,2,51600,53100,4,52200,53100,7,53100,54900,5,54000,55800,0,0,0,57600,1,1,63000,66600,5,75600,77400,0,0,0,0,0,0,0,0,0,1
3,10202,5,2,6,1998,1,4,14,5,5,2,18,1,1,2,1,1,1,1,5,1,2,1,1,1,5,5,1,1,1,1,5,5,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,4,1,11,0,0,0,4,1,5,0,1,0,0,0,3,12,1,0,2,0,0,0,0,1,3,60,3,4,1,5,5,5,5,5,5,1,1,5,5,5,5,2,1,1959,5,5,1,1,40,1,4,21000,99,99,9999,9,0,15,28800,28800,10,28800,30600,10,30600,32400,10,32400,39600,10,39600,41400,10,41400,57600,57600,1,10,41400,50400,10,50400,54000,8,54000,57600,0,0,0,0,0,0,57600,1,1,68400,72000,5,72000,75600,3,75600,77400,0,0,0,0,0,0,1
3,4789,2,7,9,1997,1,3,27,12,12,0,13,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,2,7,1,5,0,1,0,6,7,0,0,0,0,3,0,0,0,0,5,0,60,9,6,9,9,9,9,9,9,9,5,5,5,5,5,1,2,1,1940,5,5,5,5,40,1,3,18000,7,9,1997,3,0,50,31800,24300,1,31800,32400,0,0,0,0,0,0,0,0,0,0,0,0,64800,1,4,62100,63000,10,63000,63600,10,63600,64200,99,99999,99999,0,0,0,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2158,3,99,99,9999,9,5,6,10,24,0,8,2,9,3,2,3,2,2,5,2,2,2,5,9,1,1,5,5,1,5,5,1,1,9,2,3,3,3,3,2,2,3,3,3,2,3,2,3,3,2,1,2,2,3,3,3,2,2,2,3,3,3,3,3,2,6,1,3,2,7,0,0,0,0,7,5,5,0,1,0,0,0,3,5,0,1,1,0,1,0,0,1,2,30,3,7,9,9,9,9,9,9,1,1,9,9,9,9,1,2,1,1967,5,5,5,1,99,3,6,99999,6,2,1997,1,0,4,29700,31500,1,29700,30600,3,30600,31200,5,31200,31500,99,99999,99999,0,0,0,54000,1,10,54000,55200,3,55200,56400,2,56400,56700,5,56700,57600,0,0,0,57600,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1053,3,3,24,1997,3,5,35,24,24,0,12,2,1,3,1,1,1,1,5,2,3,2,5,1,5,5,5,5,1,5,5,1,1,9,2,3,3,3,2,3,1,3,3,3,3,3,3,2,3,3,2,3,3,2,1,3,3,3,3,3,3,3,3,3,3,1,1,5,5,3,4,0,0,0,1,1,5,0,1,0,0,0,4,5,2,1,1,0,1,1,0,1,2,252,3,6,1,1,1,5,1,5,9,5,5,5,5,1,1,2,1,1950,5,5,1,1,40,8,4,35000,3,25,1997,2,0,5,27300,28200,10,27300,27420,10,27420,27900,5,27900,28200,2,28200,29400,10,29400,30600,54000,1,5,54600,55500,1,55500,56100,3,56100,56700,0,0,0,0,0,0,56700,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4400,3,6,17,1997,1,5,45,5,3,2,20,2,2,3,2,1,2,2,5,2,2,1,5,5,5,5,5,5,5,5,5,5,5,9,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,2,1,5,4,10,10,0,0,0,0,1,1,5,0,1,0,0,4,13,3,0,0,1,1,1,1,0,1,1,48,3,3,1,5,5,5,5,5,5,5,1,5,5,1,9,2,1,1974,1,5,5,5,40,3,4,13000,6,17,1997,2,0,20,33300,23400,1,33300,33600,5,33600,33900,4,33900,34500,99,99999,99999,0,0,0,66600,1,1,66900,67500,5,67500,68400,99,99999,99999,0,0,0,0,0,0,68400,1,1,71100,72000,1,72000,73200,1,73200,73800,0,0,0,0,0,0,1
3,2167,4,5,23,1997,1,5,35,9,9,5,19,3,3,3,3,3,3,3,5,2,2,2,5,1,5,5,1,1,1,5,1,1,1,9,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,1,2,0,20,0,0,0,0,2,1,5,0,1,0,0,0,8,7,5,0,2,0,0,0,0,5,0,228,1,9,5,5,5,5,5,5,9,5,1,9,9,1,9,2,2,1953,5,5,5,1,35,1,1,12000,5,23,1997,5,0,20,28200,28800,10,28800,32400,10,32400,37800,10,38100,40800,10,41400,48900,10,48900,52200,54000,1,3,52200,52800,1,52800,54000,8,52200,54000,0,0,0,0,0,0,54000,1,1,59400,61200,4,62100,63300,0,0,0,0,0,0,0,0,0,1
3,1890,4,12,4,1997,1,5,30,4,4,0,20,3,3,2,3,2,2,2,5,1,2,1,5,5,5,5,1,1,1,1,1,1,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,4,16,0,0,0,0,3,1,5,0,1,0,0,0,4,13,3,0,1,0,1,0,0,5,0,48,1,6,5,5,5,5,5,5,5,1,1,1,1,1,9,2,2,1963,5,5,5,5,35,2,1,99999,12,4,1997,4,0,25,28200,28800,1,28200,28800,4,28800,29700,3,29700,30600,10,30600,99999,0,0,0,61200,1,10,52500,54000,0,0,0,0,0,0,0,0,0,0,0,0,54000,1,7,99999,99999,1,99999,99999,0,0,0,0,0,0,0,0,0,9
3,254,8,4,15,1997,1,5,15,7,7,0,13,2,1,1,2,1,1,1,5,2,2,2,5,5,5,5,5,5,1,5,5,5,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,4,8,0,1,0,0,5,1,5,0,1,0,0,0,0,0,13,0,1,0,1,0,0,1,5,24,3,6,1,1,1,1,5,5,9,5,1,5,5,5,5,2,1,1950,5,5,5,5,45,2,1,30000,4,16,1997,2,0,35,28800,32400,8,28800,31200,1,31200,32400,0,0,0,0,0,0,0,0,0,56700,1,10,54900,56700,1,56700,57600,5,56700,57600,0,0,0,0,0,0,58200,1,1,66600,68400,7,68400,79200,0,0,0,0,0,0,0,0,0,1
3,553,3,4,25,1997,1,5,30,12,18,4,20,2,9,9,2,9,2,9,5,2,1,1,9,9,9,9,1,1,1,9,9,9,1,9,2,3,3,3,3,2,2,3,3,3,3,2,2,3,3,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,0,20,0,0,0,0,3,1,9,9,1,98,98,98,98,98,98,98,1,0,1,0,0,9,9,120,3,5,1,9,9,9,9,9,9,1,1,9,9,9,9,2,2,1957,9,5,1,1,35,1,1,1121,4,18,1997,5,0,30,28500,28800,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,52200,1,1,52200,54000,4,46800,50400,10,50400,52200,5,54000,54900,10,52500,54000,54000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5886,3,12,29,1997,1,5,40,5,5,9,7,1,9,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,5,5,0,1,0,7,0,0,0,0,0,2,0,0,0,0,1,2,24,3,2,5,5,5,5,5,5,5,5,5,1,5,5,5,2,2,1969,5,5,1,5,40,2,2,9000,12,23,1997,2,0,20,21600,21600,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4809,2,5,25,1997,1,5,36,2,2,6,6,2,1,3,2,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,7,1,5,0,1,1,5,0,0,0,0,0,1,0,0,0,0,1,1,3.5,3,3,5,5,5,5,5,5,9,1,1,1,1,1,9,2,1,1975,1,5,1,1,40,2,1,99999,5,19,1997,1,0,18,28800,23400,1,28800,29400,4,29400,30000,3,30000,30300,2,30300,30600,10,30600,31500,63000,1,1,55800,56400,4,56400,56700,10,56700,57000,10,57000,57120,10,57120,57600,57720,1,1,64800,68520,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4820,2,6,2,1997,1,5,6,9,9,3,20,2,8,3,2,3,3,2,5,2,1,2,5,5,5,5,1,1,1,5,5,1,1,9,2,3,3,3,3,3,2,3,2,2,3,2,2,3,3,3,2,2,3,2,2,3,2,3,2,2,3,3,3,3,2,1,1,1,0,20,0,0,0,0,4,1,1,1,1,0,0,0,6,4,10,0,1,0,1,0,0,1,3,72,3,5,5,5,5,5,5,5,5,1,5,5,5,1,5,2,2,1965,5,1,1,1,35,2,2,11556,5,28,1997,3,0,10,28200,28800,1,28800,29400,3,29400,29700,2,29700,30000,5,30000,30600,99,99999,99999,57600,1,2,55500,52200,8,52200,54000,99,99999,99999,0,0,0,0,0,0,54000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1398,4,4,8,1997,1,5,99,8,99,99,22,9,9,9,9,9,9,9,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,9,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,0,5,5,99,99,99,99,9,9,1,1,5,0,1,0,0,0,0,13,9,0,1,0,1,0,0,1,2,24,1,3,1,1,9,9,9,9,9,1,9,9,9,9,9,2,2,1969,5,1,1,1,40,2,3,11000,3,7,1997,1,9,99,25200,32400,1,25500,25800,10,27000,31500,10,31500,32400,10,32700,33000,10,33000,33900,61200,1,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,61200,1,1,64800,66600,2,66600,68400,0,0,0,0,0,0,0,0,0,1
3,758,3,4,28,1997,2,5,8,2,99,0,19,1,1,2,2,1,1,1,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,17,1,0,0,0,1,1,5,0,1,0,0,0,0,6,13,0,2,1,0,0,0,5,0,12,3,3,1,5,5,5,5,5,9,5,5,5,5,1,9,2,2,1971,5,5,1,1,40,1,2,99999,4,24,1997,4,0,30,27000,25200,10,30600,32400,3,34200,36000,10,36000,42300,10,42300,45000,10,46800,54000,63000,1,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,61200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1794,3,4,10,1997,1,4,32,24,24,6,12,9,9,3,9,9,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7,5,5,0,1,2,2,3,4,1,0,0,1,0,1,0,0,1,9,84,3,2,5,5,5,5,5,5,9,5,9,9,9,9,1,2,2,1959,5,1,1,1,50,2,9,99999,4,7,1997,1,0,0,99999,25200,1,25200,25800,4,25800,31500,0,0,0,0,0,0,0,0,0,63000,1,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,9,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3658,2,4,29,1997,5,5,28.15,7,7,1,12,2,8,2,2,2,1,1,5,2,2,1,5,5,1,5,5,5,1,5,5,5,1,9,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,1,5,1,6,6,0,0,0,0,3,1,5,0,1,0,0,0,0,6,4,2,1,0,2,1,0,1,4,14,3,7,1,5,1,5,5,5,1,5,5,1,5,5,1,2,1,1953,5,5,5,1,42,2,2,27192,4,29,1997,2,0,25,26400,27900,5,26400,27000,2,27000,27300,3,27300,27900,9,27900,28500,7,28500,28800,50400,1,5,50400,51000,10,51000,51300,7,51300,54000,2,51300,54000,1,51300,54000,54000,1,1,59400,64800,0,0,0,0,0,0,0,0,0,0,0,0,1
