GENREL02,GENID01,GENSN01,CH_ID68,CH_PN,OCG_ID68,OCG_PN,PCG_ID68,PCG_PN
3,1874,3,1571,40,0,0,1571,32
3,1876,3,1908,32,0,0,1908,174
3,1876,4,1908,33,0,0,1908,174
3,1878,3,53,38,53,215,53,9
3,1878,4,53,40,53,215,53,9
3,1883,3,1695,46,0,0,1695,11
3,1887,3,1107,34,1107,7,1107,175
3,1887,4,1107,35,1107,7,1107,175
3,1889,2,654,32,0,0,654,30
3,1889,3,654,33,0,0,654,30
3,1890,6,3147,6,0,0,3147,2
3,1892,3,508,31,508,172,508,4
3,1892,4,508,32,508,172,508,4
3,1893,3,3161,3,3161,1,3161,2
3,1894,3,6707,34,0,0,6707,3
3,1902,3,2516,31,0,0,2516,170
3,1903,2,1038,32,0,0,1038,3
3,1906,3,818,30,818,171,818,4
3,1906,5,818,32,818,171,818,4
3,1907,4,414,38,414,172,414,5
3,1912,4,308,37,0,0,308,3
3,1914,2,844,32,0,0,844,170
3,1914,3,844,33,0,0,844,170
3,1920,3,922,36,922,172,922,5
3,1921,4,1399,38,1399,177,1399,7
3,1921,5,1399,39,1399,177,1399,7
3,1923,4,5714,32,5714,175,5714,2
3,1923,5,5714,33,5714,175,5714,2
3,1925,3,1901,172,1901,1,1901,2
3,1926,2,5814,39,0,0,5814,31
3,1926,4,5814,186,0,0,5814,31
3,1929,2,2526,34,0,0,2526,30
3,1930,3,3345,3,0,0,3345,1
3,1930,5,3345,5,0,0,3345,1
3,1948,4,2053,31,2053,3,2053,172
3,1953,3,856,35,856,175,856,5
3,1953,4,856,38,856,175,856,5
3,1959,3,2509,39,2509,176,2509,3
3,1959,4,2509,41,2509,176,2509,3
3,1965,3,2621,34,2621,174,2621,30
3,1968,3,673,32,673,1,673,172
3,1968,4,673,174,673,1,673,172
3,1969,2,3205,2,3205,170,3205,1
3,1975,2,5570,47,0,0,5570,31
3,1979,2,6780,174,0,0,6780,6
3,1989,2,6229,31,0,0,6229,5
3,1989,3,6229,32,0,0,6229,5
3,1992,3,126,30,126,177,126,3
3,1994,3,2515,38,2515,191,2515,31
3,1994,4,2515,41,2515,191,2515,31
3,1998,3,2848,36,2848,186,2848,174
3,1998,4,2848,175,2848,186,2848,174
3,2004,2,1634,32,0,0,1634,172
3,2004,3,1634,33,0,0,1634,172
3,2007,3,3309,3,3309,1,3309,2
3,2007,4,3309,4,3309,1,3309,2
3,2012,3,220,30,220,2,220,170
3,2013,2,1866,32,0,0,1866,171
3,2016,3,1947,31,1947,4,1947,171
3,2016,4,1947,32,1947,4,1947,171
3,2020,2,5065,39,0,0,5065,34
3,2020,5,5065,45,0,0,5065,34
3,2022,3,941,37,941,185,941,31
3,2022,4,941,39,941,185,941,31
3,2025,5,1663,37,1663,170,1663,3
3,2030,4,5922,39,5922,10,5922,194
3,2050,3,1621,31,1621,3,1621,171
3,2050,4,1621,32,1621,3,1621,171
3,2054,2,2594,30,0,0,2594,3
3,2068,3,5315,34,0,0,5315,173
3,2068,5,5315,36,0,0,5315,173
3,2069,3,2509,38,2509,4,2509,173
3,2069,4,2509,40,2509,4,2509,173
3,2070,3,2660,31,2660,3,2660,172
3,2070,4,2660,32,2660,3,2660,172
3,2074,2,1571,38,0,0,1571,30
3,2074,3,1571,39,0,0,1571,30
3,2075,2,1571,37,0,0,1571,176
3,2076,2,840,41,0,0,840,32
3,2076,3,840,43,0,0,840,32
3,2087,2,6485,39,0,0,6485,30
3,2091,2,2032,40,2032,914,2032,177
3,2091,3,2032,41,2032,914,2032,177
3,2092,3,6212,35,0,0,6212,2
3,2092,4,6212,36,0,0,6212,2
3,2094,3,1222,35,1222,199,1222,5
3,2098,3,1613,36,1613,6,1613,172
3,2098,4,1613,38,1613,6,1613,172
3,2105,3,6093,36,0,0,6093,6
3,2109,3,2261,33,2261,4,2261,172
3,2109,4,2261,34,2261,4,2261,172
3,2110,5,2717,33,2717,174,2717,5
3,2111,4,1394,36,1394,173,1394,3
3,2111,5,1394,38,1394,173,1394,3
3,2113,4,5826,36,5826,33,5826,175
3,2114,2,1411,44,0,0,1411,31
3,2120,3,39,31,39,30,39,174
3,2123,2,5569,38,0,0,5569,172
3,2123,3,5569,39,0,0,5569,172
3,2133,4,2680,32,2680,171,2680,3
3,2135,2,6820,36,0,0,6820,173
3,2135,3,6820,35,0,0,6820,173
3,2146,3,2848,41,2848,184,2848,30
3,2146,4,2848,42,2848,184,2848,30
3,2149,3,1345,34,1345,178,1345,6
3,2152,3,2902,30,2902,170,2902,3
3,2152,5,2902,33,2902,170,2902,3
3,2153,4,1411,43,0,0,1411,4
3,2153,5,1411,45,0,0,1411,4
3,2164,3,699,35,699,5,699,174
3,2164,4,699,36,699,5,699,174
3,2165,4,771,32,0,0,771,30
3,2166,3,939,33,939,171,939,31
3,2183,5,5623,49,5623,5,5623,172
3,2184,3,257,37,0,0,257,174
3,2184,5,257,39,0,0,257,174
3,2188,2,5995,42,0,0,5995,30
3,2188,3,5995,44,0,0,5995,30
3,2190,3,2860,31,2860,171,2860,6
3,2190,4,2860,32,2860,171,2860,6
3,2191,3,625,31,625,175,625,5
3,2191,4,625,32,625,175,625,5
3,2192,2,1839,34,1839,175,1839,31
3,2192,3,1839,35,1839,175,1839,31
3,2194,3,2816,33,2816,171,2816,4
3,2200,3,1695,48,1695,209,1695,210
3,2202,2,5922,204,0,0,5922,38
3,2202,3,5922,205,0,0,5922,38
3,2204,3,3024,3,3024,1,3024,2
3,2206,3,61,32,61,171,61,5
3,2206,5,61,34,61,171,61,5
3,2210,3,2478,31,2478,170,2478,3
3,2211,3,5287,35,0,0,5287,178
3,2211,4,5287,36,0,0,5287,178
3,2213,2,5287,32,5287,197,5287,173
3,2215,3,2727,35,2727,21,2727,171
3,2215,4,2727,36,2727,21,2727,171
3,2218,3,6822,175,6822,6,6822,174
3,2220,2,6845,41,0,0,6845,7
3,2222,4,6845,37,0,0,6845,5
3,2222,5,6845,39,0,0,6845,5
3,2227,2,2852,41,0,0,2852,172
3,2227,4,2852,49,0,0,2852,172
3,2228,3,3422,3,0,0,3422,1
3,2230,3,1131,32,0,0,1131,173
3,2230,5,1131,34,0,0,1131,173
3,2233,4,976,33,976,180,976,172
3,2237,3,2410,31,2410,170,2410,3
3,2237,4,2410,32,2410,170,2410,3
3,2238,3,2410,33,2410,171,2410,30
3,2241,2,728,33,728,180,728,30
3,2242,3,6210,36,6210,3,6210,30
3,2246,2,5559,36,0,0,5559,172
3,2248,2,5292,39,0,0,5292,9
3,2255,3,817,32,817,3,817,170
3,2258,4,1822,34,1822,5,1822,171
3,2267,2,6655,36,0,0,6655,3
3,2267,3,6655,37,0,0,6655,3
3,2269,2,5959,36,0,0,5959,7
3,2272,3,1901,31,1901,179,1901,30
3,2277,3,3349,3,3349,2,3349,1
3,2277,4,3349,4,3349,2,3349,1
3,2285,3,2590,40,2590,175,2590,32
3,2285,4,2590,43,2590,175,2590,32
3,2290,3,1898,30,1898,174,1898,3
3,2300,4,5569,197,5569,195,5569,177
3,2303,3,5813,34,0,0,5813,6
3,2303,4,5813,35,0,0,5813,6
3,2305,3,2509,43,2509,5,2509,177
3,2309,3,2326,36,0,0,2326,35
3,2309,4,2326,37,0,0,2326,35
3,2314,3,899,32,0,0,899,2
3,2324,3,6571,177,0,0,6571,176
3,2324,4,6571,38,0,0,6571,176
3,2329,2,961,36,961,179,961,31
3,2337,3,6707,33,6707,908,6707,909
3,2339,4,2311,32,2311,170,2311,3
3,2339,5,2311,34,2311,170,2311,3
3,2344,3,1959,32,1959,4,1959,171
3,2345,4,114,34,114,21,114,170
3,2350,3,6368,34,6368,1,6368,4
3,2354,2,1399,35,0,0,1399,174
3,2355,3,1468,35,1468,175,1468,6
3,2369,3,1783,170,1783,1,1783,2
3,2369,4,1783,30,1783,1,1783,2
3,2375,4,1914,32,1914,170,1914,3
3,2377,3,5613,43,5613,10,5613,178
3,2378,5,6560,181,0,0,6560,170
3,2381,3,910,36,910,7,910,174
3,2391,3,2108,178,2108,4,2108,177
3,2391,4,2108,179,2108,4,2108,177
3,2393,3,2704,185,2704,184,2704,3
3,2393,4,2704,186,2704,184,2704,3
3,2396,3,6765,36,6765,173,6765,5
3,2398,2,6485,181,0,0,6485,180
3,2399,4,6545,178,0,0,6545,6
3,2401,4,3365,4,3365,1,3365,2
3,2401,5,3365,5,3365,1,3365,2
3,2408,2,5938,33,0,0,5938,31
3,2408,3,5938,34,0,0,5938,31
3,2420,4,998,32,998,3,998,170
3,2420,5,998,33,998,3,998,170
3,2430,3,915,33,915,3,915,172
3,2430,4,915,35,915,3,915,172
3,2434,4,856,34,0,0,856,4
3,2434,5,856,36,0,0,856,4
3,2438,3,2175,32,2175,4,2175,171
3,2438,4,2175,33,2175,4,2175,171
3,2444,2,5640,33,0,0,5640,32
3,2444,4,5640,35,0,0,5640,32
3,2455,2,838,30,0,0,838,3
3,2455,3,838,31,0,0,838,3
3,2458,3,2432,47,2432,181,2432,34
3,2458,4,2432,54,2432,181,2432,34
3,2463,3,5230,39,0,0,5230,178
3,2465,4,6735,43,6735,39,6735,7
3,2465,5,6735,45,6735,39,6735,7
3,2471,3,2299,33,2299,4,2299,172
3,2471,4,2299,36,2299,4,2299,172
3,2472,3,344,33,344,4,344,178
3,2472,4,344,34,344,4,344,178
3,2473,3,2411,173,2411,175,2411,30
3,2473,4,2411,174,2411,175,2411,30
3,2476,4,2783,31,2783,170,2783,3
3,2477,3,5442,178,0,0,5442,31
3,2479,2,5133,34,0,0,5133,31
3,2479,3,5133,35,0,0,5133,31
3,2482,2,5542,32,0,0,5542,2
3,2484,3,2717,34,2717,172,2717,6
3,2484,4,2717,36,2717,172,2717,6
3,2489,3,2199,35,2199,31,2199,180
3,2489,4,2199,36,2199,31,2199,180
3,2492,3,2197,31,2197,174,2197,30
3,2492,4,2197,32,2197,174,2197,30
3,2497,3,1985,30,1985,4,1985,172
3,2498,3,655,30,655,3,655,172
3,2498,4,655,31,655,3,655,172
3,2501,3,673,33,673,2,673,30
3,2510,3,3332,3,3332,1,3332,2
3,2510,4,3332,4,3332,1,3332,2
3,2511,3,3333,3,3333,1,3333,2
3,2512,3,3416,3,3416,1,3416,2
3,2513,3,3336,3,3336,2,3336,1
3,2513,5,3336,5,3336,2,3336,1
3,2530,3,180,30,180,3,180,171
3,2530,5,180,32,180,3,180,171
3,2533,2,1679,30,0,0,1679,4
3,2534,3,6698,33,6698,173,6698,4
3,2536,3,1098,32,1098,175,1098,30
3,2536,4,1098,33,1098,175,1098,30
3,2537,3,931,32,931,172,931,30
3,2537,4,931,33,931,172,931,30
3,2540,3,634,32,634,175,634,7
3,2540,5,634,31,634,175,634,7
3,2543,3,1970,32,1970,182,1970,5
3,2549,3,3032,3,3032,171,3032,1
3,2552,3,613,31,613,174,613,5
3,2554,4,391,31,391,172,391,3
3,2559,3,6577,40,6577,4,6577,183
3,2560,3,5922,208,0,0,5922,210
3,2560,5,5922,43,0,0,5922,210
3,2562,3,3397,7,3397,170,3397,6
3,2565,3,6545,37,6545,177,6545,7
3,2565,4,6545,40,6545,177,6545,7
3,2571,3,5570,41,0,0,5570,5
3,2572,3,1731,32,1731,174,1731,4
3,2572,5,1731,35,1731,174,1731,4
3,2574,2,6845,35,0,0,6845,6
3,2574,3,6845,38,0,0,6845,6
3,2576,3,47,40,47,176,47,32
3,2577,2,3056,3,3056,170,3056,1
3,2579,3,2852,50,2852,183,2852,33
3,2581,2,2492,30,0,0,2492,170
3,2585,3,1184,39,1184,7,1184,174
3,2585,4,1184,41,1184,7,1184,174
3,2587,3,1494,32,1494,4,1494,175
3,2587,4,1494,31,1494,4,1494,175
3,2590,4,1222,34,1222,174,1222,4
3,2590,5,1222,185,1222,174,1222,4
3,2599,3,3127,3,0,0,3127,2
3,2599,4,3127,4,0,0,3127,2
3,2601,4,2601,34,2601,176,2601,171
3,2601,5,2601,36,2601,176,2601,171
3,2607,3,656,33,656,173,656,5
3,2607,4,656,34,656,173,656,5
3,2609,3,3204,3,3204,1,3204,2
3,2609,4,3204,4,3204,1,3204,2
3,2610,3,3360,2,3360,170,3360,1
3,2610,4,3360,3,3360,170,3360,1
3,2612,4,3331,6,0,0,3331,1
3,2612,6,3331,8,0,0,3331,1
3,2614,5,3111,4,3111,170,3111,1
3,2614,6,3111,5,3111,170,3111,1
3,2620,3,3144,3,3144,1,3144,2
3,2621,3,3121,4,3121,2,3121,1
3,2623,2,5684,39,5684,4,5684,1
3,2627,3,5576,38,5576,179,5576,31
3,2630,4,2250,41,2250,5,2250,173
3,2631,4,1164,33,1164,3,1164,173
3,2638,4,952,32,952,170,952,3
3,2639,4,6790,35,6790,4,6790,171
3,2639,5,6790,36,6790,4,6790,171
3,2640,2,5306,32,0,0,5306,1
3,2644,3,6120,196,6120,1,6120,193
3,2645,5,1787,35,1787,3,1787,171
3,2654,2,6335,38,0,0,6335,6
3,2674,3,1798,39,1798,190,1798,34
3,2678,3,1763,35,1763,179,1763,6
3,2678,4,1763,36,1763,179,1763,6
3,2679,3,2852,52,2852,30,2852,184
3,2679,4,2852,54,2852,30,2852,184
3,2680,3,1522,37,1522,3,1522,171
3,2686,2,2701,43,0,0,2701,4
3,2686,3,2701,47,0,0,2701,4
3,2696,3,922,35,922,173,922,30
3,2697,3,922,31,922,171,922,4
3,2697,4,922,34,922,171,922,4
3,2703,3,3302,3,3302,1,3302,2
3,2703,4,3302,4,3302,1,3302,2
3,2709,3,1169,30,1169,176,1169,3
3,2709,4,1169,31,1169,176,1169,3
3,2715,3,2657,37,2657,171,2657,7
3,2716,4,5281,32,5281,170,5281,3
3,2718,2,5290,34,0,0,5290,7
3,2722,3,319,32,319,172,319,3
3,2724,4,856,33,856,172,856,3
3,2728,4,1893,34,0,0,1893,173
3,2728,5,1893,35,0,0,1893,173
3,2734,3,1286,32,1286,171,1286,4
3,2744,2,6041,173,6041,183,6041,170
3,2744,3,6041,174,0,0,6041,3
3,2745,3,6287,41,0,0,6287,170
3,2754,3,1684,36,1684,176,1684,5
3,2754,4,1684,37,1684,176,1684,5
3,2757,5,3171,5,3171,1,3171,2
3,2758,3,1905,33,1905,4,1905,173
3,2766,5,2195,178,2195,174,2195,5
3,2769,3,1960,32,1960,1,1960,171
3,2772,3,1516,31,1516,4,1516,170
3,2772,4,1516,33,1516,4,1516,170
3,2779,3,6191,30,6191,1,6191,2
3,2780,3,762,31,762,170,762,4
3,2782,3,459,31,459,4,459,170
3,2787,3,1695,50,1695,193,1695,10
3,2789,3,5219,193,5219,195,5219,30
3,2789,5,5219,35,5219,195,5219,30
3,2790,2,6616,33,0,0,6616,172
3,2790,3,6616,35,0,0,6616,172
3,2791,3,1799,38,0,0,1799,6
3,2791,4,1799,39,0,0,1799,6
3,2793,5,5926,36,5926,171,5926,3
3,2794,3,3409,3,3409,1,3409,2
3,2794,4,3409,4,3409,1,3409,2
3,2795,3,5425,33,5425,171,5425,3
3,2795,4,5425,34,5425,171,5425,3
3,2796,3,3437,3,3437,1,3437,2
3,2796,7,3437,7,3437,1,3437,2
3,2801,3,18,38,18,193,18,170
3,2802,3,18,39,18,183,18,31
3,2802,4,18,40,18,183,18,31
3,2804,3,5635,39,0,0,5635,2
3,2804,4,5635,180,0,0,5635,2
3,2809,3,2276,171,2276,1,2276,170
3,2811,3,649,32,649,171,649,30
3,2811,4,649,33,649,171,649,30
3,2812,3,3034,4,3034,1,3034,2
3,2813,3,1905,31,1905,5,1905,172
3,2813,4,1905,32,1905,5,1905,172
3,2814,4,823,33,823,171,823,4
3,2815,3,3323,3,3323,1,3323,2
3,2815,4,3323,4,3323,1,3323,2
3,2819,3,1624,36,1624,177,1624,3
3,2819,4,1624,37,1624,177,1624,3
3,2820,2,1061,30,0,0,1061,4
3,2820,3,1061,32,0,0,1061,4
3,2823,2,209,30,0,0,209,170
3,2826,4,1805,175,0,0,1805,2
3,2827,3,6438,32,0,0,6438,30
3,2830,3,2655,33,2655,30,2655,173
3,2832,2,5656,45,5656,184,5656,171
3,2833,3,6217,34,0,0,6217,3
3,2837,3,3386,3,3386,1,3386,2
3,2837,4,3386,4,3386,1,3386,2
3,2839,3,1697,46,1697,190,1697,37
3,2839,4,1697,47,1697,190,1697,37
3,2844,3,6546,36,6546,5,6546,182
3,2845,4,5926,32,5926,173,5926,5
3,2845,5,5926,34,5926,173,5926,5
3,2846,2,6231,40,6231,8,6231,31
3,2847,3,3367,3,3367,1,3367,2
3,2847,4,3367,4,3367,1,3367,2
3,2849,3,3221,3,3221,170,3221,2
3,2849,5,3221,5,3221,170,3221,2
3,2850,3,3232,4,3232,1,3232,2
3,2850,4,3232,5,3232,1,3232,2
3,2851,3,2722,31,2722,171,2722,3
3,2854,3,6030,38,0,0,6030,178
3,2855,3,1290,34,1290,174,1290,21
3,2855,4,1290,35,1290,174,1290,21
3,2860,4,633,41,633,183,633,30
3,2860,5,633,42,633,183,633,30
3,2861,4,2897,33,2897,170,2897,4
3,2862,3,3124,3,3124,1,3124,2
3,2863,3,2645,30,2645,1,2645,171
3,2864,3,1917,30,1917,173,1917,4
3,2866,3,656,31,656,172,656,4
3,2866,5,656,35,656,172,656,4
3,2869,4,750,34,750,30,750,174
3,2870,2,6655,38,0,0,6655,2
3,2870,3,6655,39,0,0,6655,2
3,2875,3,699,33,699,175,699,4
3,2875,4,699,34,699,175,699,4
3,2877,2,5625,32,0,0,5625,170
3,2878,3,5619,37,5619,171,5619,5
3,2882,3,814,32,0,0,814,30
3,2886,2,6436,46,6436,170,6436,31
3,2886,3,6436,48,6436,170,6436,31
3,2888,3,1663,40,1663,178,1663,9
3,2888,4,1663,42,1663,178,1663,9
3,2889,4,1823,33,1823,3,1823,170
3,2893,4,5940,32,0,0,5940,3
3,2898,2,1697,45,1697,198,1697,176
3,2900,3,6577,38,6577,174,6577,7
3,2901,3,5921,32,5921,4,5921,172
3,2904,4,821,31,821,21,821,170
3,2905,3,5230,41,5230,194,5230,6
3,2907,2,6161,31,0,0,6161,4
3,2908,3,5366,193,5366,13,5366,192
3,2908,5,5366,195,5366,13,5366,192
3,2909,2,6485,178,0,0,6485,177
3,2909,4,6485,41,0,0,6485,177
3,2914,4,5446,32,5446,170,5446,3
3,2916,3,5573,43,0,0,5573,8
3,2917,3,6231,41,6231,183,6231,33
3,2918,2,6161,32,0,0,6161,7
3,2918,3,6161,33,0,0,6161,7
3,2923,2,5874,179,0,0,5874,30
3,2925,2,2786,32,2786,31,2786,6
3,2925,3,2786,34,2786,31,2786,6
3,2926,3,6826,33,0,0,6826,7
3,2931,2,5314,37,5314,2,5314,30
3,2931,3,5314,38,5314,2,5314,30
3,2939,3,228,31,228,3,228,172
3,2942,2,311,32,0,0,311,3
3,2942,3,311,33,0,0,311,3
3,2945,3,7,39,0,0,7,171
3,2945,4,7,40,0,0,7,171
3,2950,2,6635,53,6635,5,6635,32
3,2952,3,3123,3,3123,1,3123,2
3,2953,3,1917,31,1917,3,1917,172
3,2953,4,1917,33,1917,3,1917,172
3,2955,3,5216,171,5216,172,5216,3
3,2956,3,725,31,725,178,725,177
3,2959,3,674,30,674,170,674,5
3,2961,3,3061,3,3061,1,3061,2
3,2961,4,3061,4,3061,1,3061,2
3,2964,3,1700,39,1700,920,1700,175
3,2965,3,6028,180,0,0,6028,8
3,2965,4,6028,181,0,0,6028,8
3,2968,4,1926,31,1926,170,1926,3
3,2968,5,1926,33,1926,170,1926,3
3,2969,2,5464,183,0,0,5464,184
3,2969,3,5464,43,0,0,5464,184
3,2970,3,5464,41,5464,185,5464,32
3,2972,5,1920,32,1920,170,1920,3
3,2972,6,1920,33,1920,170,1920,3
3,2979,3,6200,39,0,0,6200,10
3,2980,3,5819,34,5819,31,5819,5
3,2981,2,5429,31,5429,6,5429,8
3,2981,3,5429,32,5429,6,5429,8
3,2982,2,5136,40,0,0,5136,11
3,2982,3,5136,41,0,0,5136,11
3,2992,3,2080,31,2080,3,2080,170
3,2992,4,2080,32,2080,3,2080,170
3,2993,2,2250,42,2250,187,2250,6
3,3000,3,6605,37,0,0,6605,12
3,3000,4,6605,38,0,0,6605,12
3,3011,2,3352,3,0,0,3352,2
3,3012,3,913,31,913,5,913,173
3,3017,5,751,35,751,184,751,172
3,3018,3,751,39,751,178,751,30
3,3021,3,880,30,880,3,880,175
3,3021,4,880,31,880,3,880,175
3,3024,3,796,33,796,172,796,4
3,3024,4,796,34,796,172,796,4
3,3029,3,6103,180,6103,178,6103,5
3,3030,4,5825,30,5825,175,5825,2
3,3030,5,5825,31,5825,175,5825,2
3,3032,2,2509,36,0,0,2509,170
3,3034,2,5990,37,0,0,5990,4
3,3036,3,5898,34,5898,170,5898,3
3,3036,4,5898,37,5898,170,5898,3
3,3038,6,5613,44,5613,4,5613,170
3,3040,3,5623,46,0,0,5623,7
3,3042,3,2485,32,2485,171,2485,3
3,3046,4,2890,31,2890,174,2890,5
3,3049,2,6381,40,0,0,6381,184
3,3051,2,6024,33,0,0,6024,2
3,3052,3,2432,42,0,0,2432,190
3,3052,5,2432,53,0,0,2432,190
3,3056,4,5017,32,5017,3,5017,171
3,3059,5,6041,35,0,0,6041,171
3,3059,6,6041,39,0,0,6041,181
3,3060,2,6287,42,0,0,6287,33
3,3060,3,6287,43,0,0,6287,33
3,3061,3,2392,33,2392,172,2392,4
3,3061,4,2392,35,2392,172,2392,4
3,3063,3,6485,36,6485,4,6485,172
3,3067,2,5635,183,0,0,5635,3
3,3078,3,5849,43,0,0,5849,8
3,3086,3,922,32,922,3,922,170
3,3086,4,922,33,922,3,922,170
3,3089,4,6361,33,6361,173,6361,3
3,3089,5,6361,34,6361,173,6361,3
3,3091,3,783,31,783,4,783,171
3,3092,3,1000,34,1000,172,1000,4
3,3092,4,1000,35,1000,172,1000,4
3,3097,4,5363,33,5363,171,5363,3
3,3100,3,2524,31,2524,175,2524,171
3,3105,3,868,37,868,3,868,181
3,3108,4,6801,185,6801,35,6801,172
3,3111,4,6103,38,6103,181,6103,7
3,3111,5,6103,40,6103,181,6103,7
3,3112,3,866,32,0,0,866,4
3,3112,4,866,33,0,0,866,4
3,3121,4,6765,32,6765,170,6765,7
3,3121,5,6765,34,6765,170,6765,7
3,3122,3,5451,30,5451,3,5451,171
3,3123,3,3368,7,3368,3,3368,6
3,3123,4,3368,8,3368,3,3368,6
3,3124,3,3441,3,3441,1,3441,2
3,3124,5,3441,5,3441,1,3441,2
3,3126,2,6820,34,6820,30,6820,2
3,3132,3,5015,35,0,0,5015,3
3,3134,2,1701,34,0,0,1701,3
3,3138,3,775,31,775,5,775,172
3,3139,5,1919,37,1919,4,1919,172
3,3139,6,1919,38,1919,4,1919,172
3,3145,3,713,37,713,6,713,176
3,3146,2,3105,3,0,0,3105,2
3,3146,3,3105,4,0,0,3105,2
3,3157,2,6736,40,6736,190,6736,184
3,3159,2,5539,36,0,0,5539,6
3,3159,3,5539,39,0,0,5539,6
3,3160,3,5539,184,5539,192,5539,3
3,3160,4,5539,187,5539,192,5539,3
3,3166,3,510,31,510,170,510,30
3,3170,3,2117,30,2117,170,2117,3
3,3170,4,2117,31,2117,170,2117,3
3,3174,2,5990,180,0,0,5990,31
3,3177,2,1572,41,0,0,1572,4
3,3180,3,1663,38,1663,180,1663,8
3,3181,3,1845,30,1845,3,1845,170
3,3181,4,1845,31,1845,170,1845,3
3,3187,2,5366,49,0,0,5366,32
3,3188,3,3378,3,3378,1,3378,2
3,3188,4,3378,4,3378,1,3378,2
3,3190,2,5872,41,5872,921,5872,31
3,3194,2,5314,35,0,0,5314,172
3,3194,3,5314,36,0,0,5314,172
3,3202,3,2897,180,2897,189,2897,179
3,3208,3,6358,43,6358,4,6358,170
3,3209,2,5849,47,0,0,5849,31
3,3212,4,5553,31,5553,4,5553,171
3,3213,4,6093,38,0,0,6093,11
3,3213,5,6093,41,0,0,6093,11
3,3214,3,6187,178,6187,173,6187,10
3,3214,4,6187,179,6187,173,6187,10
3,3228,4,6365,49,6365,177,6365,11
3,3228,5,6365,50,6365,177,6365,11
3,3229,3,6853,32,6853,173,6853,30
3,3230,3,626,44,0,0,626,34
3,3230,4,626,47,0,0,626,34
3,3234,3,2109,30,2109,174,2109,2
3,3234,4,2109,31,2109,174,2109,2
3,3236,5,5048,39,0,0,5048,4
3,3237,4,6801,40,6801,4,6801,170
3,3237,5,6801,33,6801,4,6801,170
3,3239,3,2577,30,2577,3,2577,173
3,3239,4,2577,31,2577,3,2577,173
3,3240,3,5899,31,0,0,5899,3
3,3240,4,5899,32,0,0,5899,3
