DEMREL07,DEMID07,DEMSN07,RELPCG07,RELOCG07,SIBIND07,CH07PRWT,CH07WT,PCGRES07,OCGRES07,ASMRES07,CHRES07,TDRES07,CCDRES07,IWER07,SBLNUM07,BIOPR07,BIOGPR07
2,5201,3,1,6,1,31.84,33.568001,1,1,1,1,1,1,3038,3,2,2
2,5201,4,1,6,1,31.436001,32.935001,1,1,1,1,1,1,3038,3,2,2
2,1635,3,1,4,1,47.823002,53.636002,1,1,1,1,1,1,3033,1,1,2
2,1635,4,1,4,1,45.110001,0,1,1,5,5,1,5,3049,1,1,2
2,5806,3,1,5,5,22.101999,25.551001,1,1,1,1,1,1,3050,0,2,2
2,5070,3,4,1,1,17.570999,19.497999,1,5,1,1,1,1,3024,1,1,2
2,5070,4,4,1,1,17.339001,19.049999,1,5,1,1,1,1,3045,1,1,2
2,5084,3,1,4,5,12.933,14.202,1,1,1,1,1,1,3037,9,1,2
2,5166,3,1,4,1,29.636999,33.597,1,1,1,1,1,0,3002,1,1,2
2,5166,4,1,4,1,29.037001,32.529999,1,1,1,1,1,0,3002,1,1,2
2,2774,3,4,1,5,23.604,26.136999,1,1,1,1,1,1,3038,0,1,2
2,2408,3,1,4,5,38.687,0,1,1,5,5,5,5,3049,1,1,2
2,4353,3,1,4,1,17.674,18.667,1,1,1,1,1,1,3008,1,1,2
2,4353,4,1,4,1,17.184999,17.922001,1,1,1,1,1,1,3008,1,1,2
2,6225,3,1,4,5,19.51,0,1,5,5,5,5,5,3031,0,1,2
2,464,3,1,4,5,18.339001,19.143,1,5,1,1,1,1,3008,2,1,2
2,258,3,1,4,1,23.308001,24.523001,1,5,1,1,1,1,3010,1,1,2
2,258,4,1,4,1,23.104,24.225,1,5,1,1,1,1,3010,1,1,2
2,5053,4,1,4,5,21.164,22.753,1,1,1,1,1,1,3006,1,1,2
2,3053,3,1,14,5,40.273998,43.215,1,1,1,1,1,0,3006,1,2,2
2,5389,3,1,4,5,21.672001,22.367001,1,5,1,1,1,1,3004,2,1,2
2,380,3,1,4,1,13.712,14.288,1,1,1,1,1,1,3002,2,1,2
2,359,3,1,4,5,31.502001,33.907001,1,1,1,1,1,1,3002,1,1,0
2,380,4,1,4,1,13.608,14.139,1,1,1,1,1,1,3002,2,1,2
2,113,2,1,0,5,21.844999,23.740999,1,0,1,1,1,1,3002,0,2,0
2,2277,3,1,0,5,13.856,16.087999,1,0,1,1,5,0,3037,0,1,0
2,1488,3,7,0,5,26.240999,28.822001,1,0,1,1,1,1,3004,96,4,1
2,2139,3,1,4,1,16.346001,17.160999,1,5,1,1,1,1,3002,1,1,0
2,2139,4,1,4,1,16.044001,16.73,1,5,1,1,1,1,3002,1,1,0
2,2417,2,4,0,5,12.735,13.947,1,0,1,1,5,1,3040,96,3,2
2,6424,3,1,4,5,41.575001,43.780998,1,1,1,1,1,0,3010,0,1,2
2,3303,4,1,0,5,13.344,0,1,0,5,5,1,5,3047,1,2,0
2,3317,4,1,4,1,37.696999,39.298,1,1,1,1,1,1,3020,2,1,2
2,3317,5,1,4,1,37.486,38.973999,1,1,1,1,1,1,3020,2,1,2
2,2426,3,1,4,5,21.573999,23.503,1,1,1,1,1,1,3020,96,1,2
2,5360,3,1,4,1,24.864,27.021,1,1,1,1,1,0,3020,1,1,2
2,5360,4,1,4,1,24.632,26.268999,1,1,1,1,1,0,3020,1,1,2
2,244,3,1,4,5,31.483999,34.493,1,5,1,1,1,0,3039,9,1,2
2,5707,3,1,4,5,23.111,25.048,1,5,1,1,1,1,3008,2,1,2
2,7005,2,1,0,5,19.889999,20.556,1,0,1,1,1,1,3046,1,2,2
2,4152,3,1,0,5,37.77,40.681999,1,0,1,1,1,1,3017,1,2,2
2,1644,3,1,4,5,6.9910002,7.3829999,1,1,1,1,1,1,3028,1,1,2
2,2670,2,1,0,1,18.642,22.187,1,0,1,1,1,1,3040,1,2,2
2,2670,3,1,0,1,17.733999,19.75,1,0,1,1,1,1,3040,1,2,2
2,397,3,1,4,5,35.646,40.363998,1,1,1,1,1,1,3040,2,1,2
2,1103,3,1,5,5,21.163,25.747999,1,1,1,1,1,1,3033,96,2,2
2,6939,3,7,8,1,5.6950002,0,1,1,5,5,5,5,3030,1,4,2
2,6939,4,7,8,1,5.7220001,0,1,1,5,5,5,5,3030,1,4,2
2,4529,3,1,7,5,29.879,30.660999,1,1,1,1,1,1,3038,1,1,2
2,4943,3,1,4,5,14.43,14.967,1,1,1,1,1,1,3038,1,1,2
2,3244,3,1,5,5,36.696999,40.069,1,1,1,1,1,1,3033,96,2,2
2,3159,2,1,0,5,25.216999,26.940001,1,0,1,1,1,1,3039,2,2,2
2,6643,3,1,0,5,17.856001,19.283001,1,0,1,1,1,1,3024,1,2,2
2,683,3,1,4,5,14.049,14.412,1,1,1,1,1,1,3018,1,1,2
2,1036,3,1,4,5,41.730999,44.259998,1,1,1,1,1,1,3018,0,1,2
2,4553,3,1,4,5,14.614,0,1,1,5,5,5,5,3031,2,1,2
2,6442,3,1,0,1,14.112,14.762,1,0,1,1,1,1,3043,1,2,2
2,6442,2,1,0,1,14.169,15.012,1,0,1,1,1,1,3043,1,2,2
2,3415,4,1,4,5,26.893,29.547001,1,1,1,1,1,1,3048,2,1,2
2,3731,4,1,4,5,39.577,41.084,1,1,1,1,1,1,3001,2,1,2
2,1072,2,1,0,5,27.631001,30.552999,1,0,1,1,1,1,3010,3,2,2
2,873,2,4,0,1,17.069,18.625999,1,0,1,1,1,1,3010,1,2,2
2,873,3,4,0,1,16.608999,17.584,1,0,1,1,1,1,3010,1,2,2
2,4041,2,1,0,5,50.373001,54.678001,1,0,1,1,1,1,3017,1,2,2
2,4465,3,1,4,5,27.547001,30.417,1,1,1,1,1,1,3017,1,1,2
2,2172,3,1,4,1,12.826,13.746,1,1,1,1,1,1,3044,1,1,2
2,2172,4,1,4,1,12.738,13.6,1,1,1,1,1,1,3044,1,1,2
2,1271,3,1,4,5,21.570999,23.257,1,1,1,1,1,1,3037,1,1,2
2,4979,2,1,0,5,27.195999,29.444,1,0,1,1,1,1,3037,1,2,2
2,1398,4,1,4,5,25.142,27.694,1,1,1,1,1,1,3038,1,1,2
2,3448,3,1,4,1,32.27,34.404999,1,1,1,1,1,1,3018,4,1,2
2,3448,4,1,4,1,31.191999,32.303001,1,1,1,1,1,1,3018,4,1,2
2,3156,3,1,4,5,18.554001,19.162001,1,1,1,1,1,1,3005,2,1,2
2,7126,3,2,4,5,2.062,2.546,1,1,1,1,1,1,3001,1,3,0
2,4543,3,1,5,1,12.739,14.383,1,1,1,1,1,1,3011,1,2,2
2,4543,4,1,5,1,12.359,13.717,1,1,1,1,1,1,3011,1,2,2
2,4172,5,7,8,1,10.234,10.485,1,1,1,1,1,1,3003,2,4,1
2,4172,4,7,8,1,10.443,10.917,1,1,1,1,1,1,3003,2,4,1
2,3172,3,1,4,1,16.739,17.995001,1,1,1,1,1,1,3043,1,1,2
2,3172,4,1,4,1,16.739,17.995001,1,1,1,1,1,1,3043,1,1,2
2,1475,4,1,6,1,25.917,29.030001,1,1,1,1,5,1,3043,1,2,0
2,1475,3,1,6,1,25.917,29.030001,1,1,1,1,5,1,3043,1,2,0
2,4651,3,1,4,5,18.659,19.736,1,1,1,1,1,1,3004,0,1,2
2,1819,3,1,4,5,11.645,12.64,1,1,1,1,1,1,3034,9,1,2
2,5650,3,1,4,5,16.746,17.767,1,1,1,1,1,1,3003,2,1,0
2,108,4,1,4,5,30.167,32.459999,1,1,1,1,1,1,3027,1,1,2
2,1000,3,1,4,5,45.897999,51.637001,1,1,1,1,1,1,3027,9,1,2
2,5418,3,1,4,5,44.405998,47.402,1,1,1,1,1,1,3027,3,1,2
2,131,2,1,0,1,16.243999,18.127001,1,0,1,1,1,1,3014,2,2,2
2,2357,4,1,0,5,60.333,0,1,0,5,5,5,5,3049,2,2,2
2,1898,2,1,0,1,67.921997,72.514999,1,0,1,1,1,1,3014,1,2,2
2,1898,3,1,0,1,67.921997,72.514999,1,0,1,1,1,1,3014,1,2,2
2,131,3,1,0,1,16.228001,18.361,1,0,1,1,1,1,3014,2,2,2
2,393,2,1,0,5,7.9260001,8.4180002,1,0,1,1,1,0,3038,96,2,2
2,4832,2,1,0,5,20.448,21.368999,1,0,1,1,1,1,3044,2,2,2
2,6212,3,1,13,1,24.003,25.754,1,1,1,1,1,1,3008,2,3,0
2,6212,4,4,2,1,23.823999,24.392,1,1,1,1,1,1,3008,2,3,0
2,5006,3,1,4,5,37.304001,40.139,1,1,1,1,1,0,3029,2,2,2
2,5461,2,1,0,1,26.115999,27.660999,1,0,1,1,1,1,3003,2,2,2
2,5461,3,1,0,1,25.381001,26.593,1,0,1,1,1,1,3003,2,2,2
2,4422,3,1,4,5,19.434999,21.884001,1,1,1,1,1,1,3037,0,1,2
2,4838,3,1,4,5,26.414,27.351,1,1,1,1,1,1,3034,2,1,0
2,3183,3,1,4,1,9.474,10.227,1,5,1,1,1,1,3040,2,1,2
2,3183,4,1,4,1,9.2690001,9.7510004,1,5,1,1,1,1,3040,2,1,2
2,5787,3,1,4,5,21.016001,23.854,1,1,1,1,1,1,3033,2,1,2
2,7461,3,1,10,5,44.141998,0,1,5,5,5,5,5,3023,1,2,2
2,1351,2,1,0,1,13.845,15.484,1,0,1,1,1,1,3042,2,2,2
2,1884,4,1,4,5,18.642,21.396,1,1,1,1,1,1,3034,1,1,2
2,1351,3,1,0,1,13.744,15.507,1,0,1,1,1,1,3042,2,2,2
2,774,4,1,4,5,35.242001,37.187,1,1,1,1,1,1,3034,1,1,2
2,2902,3,1,4,1,26.82,28.764,1,1,1,1,1,0,3039,1,1,2
2,2902,4,1,4,1,26.643,28.464001,1,1,1,1,1,0,3039,1,1,2
2,3567,3,1,5,1,47.946999,50.779999,1,1,1,1,1,1,3010,1,2,2
2,2763,5,1,4,5,10.051,10.664,1,1,1,1,1,1,3039,2,1,2
2,3567,4,1,5,1,46.032001,47.313,1,1,1,1,1,1,3010,1,2,2
2,7007,2,1,0,5,13.671,14.163,1,0,1,1,1,1,3037,0,2,2
2,2250,3,1,5,5,28.628,32.161999,1,1,1,1,1,1,3044,9,2,0
2,7643,3,1,4,5,20.756001,23.482,1,1,1,1,1,1,3044,9,1,2
2,867,4,4,0,1,59.402,64.174004,1,0,1,1,1,1,3039,2,1,0
2,867,5,4,0,1,59.729,65.709999,1,0,1,1,1,1,3039,2,1,0
2,5438,3,1,4,5,27.614,31.576,1,5,1,1,1,1,3040,1,1,2
2,2572,2,1,0,1,26.669001,30.101,1,0,1,1,1,1,3040,1,2,2
2,2572,3,1,0,1,26.214001,29.253,1,0,1,1,1,1,3040,1,2,2
2,3336,3,1,4,1,36.311001,38.445999,1,1,1,1,1,1,3040,3,1,2
2,3336,5,1,4,1,35.91,37.778999,1,1,1,1,1,1,3040,3,1,2
2,4782,3,1,5,1,14.228,15.5,1,1,1,1,1,1,3015,1,2,2
2,4782,4,1,5,1,13.921,14.758,1,1,1,1,1,1,3015,1,2,2
2,6569,3,1,7,5,27.924,28.754,1,1,1,1,1,1,3026,2,2,2
2,3138,4,1,4,5,13.608,15.712,1,1,1,1,1,1,3037,1,1,2
2,6448,3,1,4,1,8.7209997,9.6359997,1,1,1,1,1,1,3037,1,1,0
2,6448,4,1,4,1,8.7650003,9.8730001,1,1,1,1,1,1,3037,1,1,0
2,8244,3,4,0,5,8.8540001,9.1009998,1,0,1,1,1,1,3033,3,1,0
2,613,3,1,4,1,17.667999,19.646999,1,1,1,1,1,1,3001,2,1,2
2,613,4,1,4,1,17.245001,18.886999,1,1,1,1,1,1,3017,2,1,2
2,1006,4,1,0,5,3.444,3.7349999,1,0,1,1,1,1,3026,2,2,2
2,2032,3,4,1,1,23.625,25.975,1,1,1,1,1,1,3038,1,1,0
2,2032,4,4,1,1,23.171,25.226,1,1,1,1,1,1,3038,1,1,0
2,4200,2,1,0,5,12.822,14.351,1,0,1,1,1,9,3048,96,2,2
2,4037,5,1,4,5,20.312,20.705999,1,1,1,1,1,1,3048,3,1,2
2,3981,4,1,4,5,36.494999,38.382999,1,1,1,1,1,1,3039,2,1,2
2,2229,4,1,4,5,23.367001,24.792,1,1,1,1,1,1,3039,1,1,2
2,2813,4,1,4,5,14.874,17.094,1,1,1,1,1,1,3041,1,1,2
2,1827,3,1,5,5,65.748001,70.912003,1,1,1,1,1,1,3029,3,2,2
2,4844,4,1,0,5,67.921997,72.514999,1,0,1,1,1,1,3029,2,2,2
2,4375,4,1,4,5,15.76,17.195,1,1,1,1,1,1,3029,1,1,2
2,4305,3,1,4,5,22.870001,25.330999,1,1,1,1,1,1,3038,96,1,2
2,6946,2,1,0,5,67.921997,72.514999,1,0,1,1,1,1,3037,96,2,2
2,5204,5,1,4,5,67.921997,0,1,5,5,5,1,5,3023,2,1,2
2,6752,3,1,4,1,24.077,25.313999,1,1,1,1,1,1,3023,1,1,2
2,6752,4,1,4,1,23.857,24.995001,1,1,1,1,1,1,3023,1,1,2
2,1915,3,1,4,5,15.342,15.888,1,1,1,1,1,1,3020,3,1,2
2,2222,2,1,0,5,13.282,14.342,1,0,1,1,1,1,3039,0,2,2
2,3426,3,1,4,5,27.577,31.533001,1,1,1,1,1,1,3032,96,1,2
2,3737,3,1,4,5,13.966,15.085,1,1,1,1,1,1,3038,0,1,2
2,4062,3,4,1,5,19.468,0,1,1,5,5,1,5,3039,9,1,2
2,5978,2,1,0,1,13.372,14.65,1,0,1,1,1,1,3004,1,2,3
2,5978,3,1,0,1,12.72,13.39,1,0,1,1,1,1,3004,1,2,3
2,3145,4,1,4,5,28.77,31.202999,1,1,1,1,1,1,3040,2,1,2
2,5613,3,1,4,5,32.596001,37.056999,1,1,1,1,1,1,3041,1,1,2
2,1024,3,7,0,5,37.662998,42.875,1,0,1,1,1,1,3010,2,4,1
2,5861,3,1,4,1,14.439,15.363,1,1,1,1,1,1,3010,1,1,2
2,5861,4,1,4,1,14.082,14.82,1,1,1,1,1,1,3010,1,1,2
2,2324,2,1,0,5,10.247,11.29,1,0,1,1,1,1,3026,0,2,2
2,8112,3,1,0,5,17.360001,21.094,1,0,1,1,5,1,3043,1,2,2
2,4996,3,1,4,1,18.684,20.441999,1,1,1,1,1,1,3043,2,1,2
2,4996,4,1,4,1,18.290001,19.462,1,1,1,1,1,1,3043,2,1,2
2,1759,3,1,4,5,17.799999,19.469999,1,1,1,1,1,1,3040,9,1,2
2,4755,3,1,4,5,19.417,21.660999,1,1,1,1,1,1,3048,9,1,2
2,2844,4,1,4,1,38.318001,41.598,1,1,1,1,1,1,3012,2,1,2
2,2844,5,1,4,1,37.442001,40.266998,1,1,1,1,1,1,3012,2,1,2
2,5855,3,1,4,1,17.926001,19.143,1,1,1,1,1,0,3015,5,1,2
2,5855,4,1,4,1,18.007999,19.528999,1,1,1,1,1,0,3015,5,1,2
2,2772,3,1,4,5,12.84,14.756,1,1,1,1,1,1,3015,2,1,2
2,996,4,1,4,5,37.080002,38.747002,1,1,1,1,1,1,3033,1,1,2
2,3299,3,1,4,1,13.935,15.356,1,1,1,1,1,1,3024,2,1,2
2,3287,4,1,4,5,18.569,20.098,1,1,1,1,5,1,3024,2,1,2
2,3299,4,1,4,1,13.569,14.471,1,1,1,1,1,1,3024,2,1,2
2,7318,2,1,0,5,22.502001,0,1,0,5,5,5,5,3044,0,2,2
2,6727,3,1,4,5,20.424,22.84,1,1,1,1,1,1,3029,1,1,2
2,2346,3,1,5,5,36.702999,42.964001,1,1,1,1,1,1,3047,2,2,2
2,2360,2,1,0,5,12,12.878,1,0,1,1,1,1,3048,1,2,2
2,2714,2,1,0,1,35.178001,39.146,1,0,1,1,1,1,3048,1,2,2
2,2714,3,1,0,1,34.814999,37.834999,1,0,1,1,1,1,3048,1,2,2
2,2351,2,1,10,5,19.013,0,1,5,5,5,5,5,3031,1,2,2
2,745,3,1,4,1,26.625,0,1,1,5,5,1,5,3023,2,1,2
2,745,4,1,4,1,25.91,0,1,1,5,5,1,5,3023,2,1,2
2,8278,3,1,0,1,20.031,22.009001,1,0,1,1,1,1,3044,2,1,2
2,8278,4,1,0,1,19.518,21.143999,1,0,1,1,1,1,3044,2,1,2
2,4944,3,1,5,1,11.135,11.607,1,5,1,1,1,1,3013,1,2,2
2,4944,4,1,5,1,11.063,11.499,1,5,1,1,1,1,3013,1,2,2
2,5309,2,1,7,5,46.764999,0,1,1,5,5,5,5,3049,0,2,2
2,8140,3,1,4,1,0,40.167,5,5,1,1,1,1,3038,2,1,2
2,8140,4,1,4,1,0,39.658001,5,5,1,1,1,1,3038,2,1,2
2,2909,3,1,5,5,41.173,46.002998,1,1,1,1,1,0,3013,0,2,2
2,2864,4,1,4,1,35.238998,37.75,1,1,1,1,1,1,3016,2,1,2
2,4184,3,1,4,5,18.162001,19.496,1,1,1,1,1,1,3037,1,1,2
2,2864,5,1,4,1,34.016998,35.359001,1,1,1,1,1,1,3016,2,1,2
2,7715,4,1,4,5,26.391001,28.650999,1,5,1,1,1,1,3001,1,1,2
2,2347,4,1,4,5,26.063,27.443001,1,1,1,1,1,1,3020,1,1,2
2,3099,3,1,4,5,40.506001,41.311001,1,1,1,1,1,1,3019,1,1,2
2,893,2,1,0,1,47.200001,53.997002,1,0,1,1,1,1,3019,1,2,2
2,893,3,1,0,1,45.535,51.136002,1,0,1,1,1,1,3019,1,2,2
2,4953,3,1,0,1,23.163,24.115999,1,0,1,1,1,1,3042,2,2,2
2,4953,4,1,0,1,22.830999,23.639,1,0,1,1,1,1,3015,2,2,2
2,525,3,1,10,1,21.469999,0,1,5,5,5,5,5,3001,1,2,2
2,525,4,1,10,1,20.962,0,1,5,5,5,5,5,3001,1,2,2
2,4215,3,1,4,1,67.921997,72.514999,1,1,1,1,1,1,3044,2,1,2
2,4215,5,1,4,1,67.921997,72.514999,1,1,1,1,1,1,3044,2,1,2
2,1012,3,1,4,1,30.84,31.764,1,1,1,1,1,1,3008,2,1,2
2,1012,4,1,4,1,30.483999,31.26,1,1,1,1,1,1,3008,2,1,2
2,3465,4,1,4,1,3.049,3.277,1,1,1,1,1,1,3046,2,1,2
2,3465,3,1,4,1,3.026,3.1860001,1,1,1,1,1,1,3046,2,1,2
2,2190,3,1,4,5,16.099001,17.169001,1,1,1,1,1,1,3043,0,1,2
2,5789,7,1,4,5,54.612999,61.074001,1,1,1,1,1,1,3002,5,1,2
2,6686,3,1,4,5,53.984001,58.195999,1,1,1,1,1,0,3044,2,1,2
2,6304,3,1,4,5,17.479,18.233,1,1,1,1,1,1,3044,0,1,2
2,7640,2,1,0,1,1.859,2.085,1,0,1,1,5,1,3033,2,2,2
2,7640,3,1,0,1,1.849,2.062,1,0,1,1,5,1,3033,2,2,2
2,7284,2,4,0,5,31.426001,34.912998,1,0,1,1,1,1,3002,0,3,0
2,3395,3,1,4,5,22.066,22.906,1,1,1,1,1,1,3004,0,1,2
2,2569,3,1,4,5,18.681999,0,1,1,5,5,5,5,3049,96,1,2
2,3043,2,1,10,1,21.686001,23.224001,1,5,1,1,1,1,3041,1,3,2
2,3043,3,1,10,1,21.686001,23.224001,1,5,1,1,1,1,3041,1,3,2
2,3471,4,4,2,5,10.53,12.607,1,1,1,1,1,1,3041,2,3,2
2,4587,3,1,4,1,27.695,29.657,1,1,1,1,1,1,3035,1,1,2
2,4587,4,1,4,1,27.379,29.105,1,1,1,1,1,1,3035,1,1,2
2,3371,2,1,0,5,27.781,28.221001,1,0,1,1,1,1,3035,2,2,2
2,1076,3,1,5,5,21.171,24.764,1,1,1,1,1,1,3042,0,2,2
2,1465,3,1,4,5,18.830999,21.202,1,1,1,1,1,1,3042,96,1,2
2,4836,2,4,7,1,20.427,21.042,1,1,1,1,1,1,3004,1,3,2
2,4836,3,4,7,1,20.254,20.808001,1,1,1,1,1,1,3004,1,3,2
2,4319,3,1,4,5,22.591,23.330999,1,1,1,1,5,1,3004,1,1,2
2,5260,2,1,0,1,12.321,13.826,1,0,1,1,1,1,3015,2,2,2
2,5260,3,1,0,1,11.9,12.86,1,0,1,1,1,1,3042,2,2,2
2,4021,5,11,12,5,21.061001,0,1,1,5,5,5,5,3031,0,4,2
2,2427,3,1,4,5,6.0110002,6.987,1,1,1,1,1,1,3015,1,1,2
2,6311,2,1,0,5,8.9219999,9.7399998,1,0,1,1,1,1,3042,1,2,2
2,7033,2,1,0,5,67.921997,72.514999,1,0,1,1,1,1,3031,0,2,2
2,6729,3,1,4,1,42.112999,45.224998,1,1,1,1,1,1,3042,1,1,2
2,6729,4,1,4,1,41.875999,44.799999,1,1,1,1,1,1,3042,1,1,2
2,1355,2,1,0,5,3.5829999,4.0640001,1,0,1,1,1,1,3012,2,2,2
2,7317,3,1,0,5,1.0369999,1.141,1,0,1,1,1,1,3001,1,2,2
2,1570,2,1,0,1,35.439999,39.381001,1,0,1,1,1,9,3023,3,2,2
2,3276,4,1,5,5,41.382999,0,1,1,5,5,1,5,3023,1,2,2
2,1570,3,1,0,1,33.736,36.556999,1,0,1,1,1,1,3023,3,2,2
2,6421,3,1,4,5,21.239,23.24,1,1,1,1,1,1,3012,0,1,2
2,3931,3,1,5,5,47.869999,56.964001,1,1,1,1,1,1,3002,1,2,2
2,3760,3,3,6,1,36.848,44.626999,1,1,1,1,5,1,3012,1,4,2
2,3760,4,2,4,1,35.990002,41.814999,1,1,1,1,5,1,3012,3,3,2
2,316,3,1,4,5,16.416,16.870001,1,1,1,1,1,1,3046,1,1,2
2,2932,3,1,0,5,24.653,26.513,1,0,1,1,1,1,3033,1,2,2
2,3440,3,1,4,1,23.545,24.172001,1,1,1,1,1,1,3039,1,1,2
2,3440,4,1,4,1,22.631001,22.700001,1,1,1,1,1,1,3039,1,1,2
2,1591,2,1,0,1,27.122,31.162001,1,0,1,1,5,1,3033,1,2,2
2,6926,3,1,13,5,19.162001,20.908001,1,1,1,1,1,1,3033,1,2,3
2,1591,3,1,0,1,26.023001,28.393999,1,0,1,1,5,1,3033,1,2,2
2,2044,3,1,4,1,23.195,25.115999,1,5,1,1,1,1,3038,2,1,2
2,2044,5,1,4,1,22.452,23.569,1,5,1,1,1,1,3038,2,1,2
2,5793,4,1,4,5,31.973,38.416,1,1,1,1,1,1,3032,1,1,2
2,2514,3,2,4,5,51.255001,56.595001,1,1,1,1,1,1,3039,96,3,2
2,3761,2,1,0,1,2.421,2.727,1,0,1,1,1,1,3008,1,2,2
2,3761,3,1,0,1,2.4170001,2.7709999,1,0,1,1,1,1,3008,1,2,2
2,2356,3,1,10,5,10.855,11.802,1,5,1,1,1,1,3037,0,2,2
2,5196,4,1,4,5,29.573999,31.896999,1,1,1,1,1,1,3027,1,1,2
2,6132,3,1,7,1,38.321999,40.935001,1,5,1,1,1,1,3035,5,1,2
2,6132,4,1,7,1,38.153999,40.615002,1,5,1,1,1,1,3035,5,1,2
2,4070,3,1,0,1,39.060001,41.699001,1,0,1,1,1,0,3035,2,1,2
2,4070,5,1,0,1,37.879002,39.271999,1,0,1,1,1,1,3035,2,1,2
2,2996,5,1,4,5,67.921997,0,1,1,5,5,5,5,3023,3,1,2
2,779,3,1,4,1,52.240002,59.077,1,1,1,1,1,0,3044,1,1,2
2,779,4,1,4,1,50.293999,54.637001,1,1,1,1,1,0,3044,1,1,2
